,index,interval,Power (W),temperature,radiation_surface,cloud_cover,month,hour_day,available
6471,6471,2019-03-09 09:45:00,20280.0,9.285,434.069,0.078,3,9,1.0
6472,6472,2019-03-09 10:00:00,24392.0,10.745,506.527,0.096,3,10,1.0
6473,6473,2019-03-09 10:15:00,24392.0,10.745,506.527,0.096,3,10,1.0
6474,6474,2019-03-09 10:30:00,24392.0,10.745,506.527,0.096,3,10,1.0
6475,6475,2019-03-09 10:45:00,24392.0,10.745,506.527,0.096,3,10,1.0
6476,6476,2019-03-09 11:00:00,24280.0,11.449,511.104,0.499,3,11,1.0
6477,6477,2019-03-09 11:15:00,24280.0,11.449,511.104,0.499,3,11,1.0
6478,6478,2019-03-09 11:30:00,24280.0,11.449,511.104,0.499,3,11,1.0
6479,6479,2019-03-09 11:45:00,24280.0,11.449,511.104,0.499,3,11,1.0
6480,6480,2019-03-09 12:00:00,14416.0,11.434,351.222,0.868,3,12,1.0
6481,6481,2019-03-09 12:15:00,14416.0,11.434,351.222,0.868,3,12,1.0
6482,6482,2019-03-09 12:30:00,14416.0,11.434,351.222,0.868,3,12,1.0
6483,6483,2019-03-09 12:45:00,14416.0,11.434,351.222,0.868,3,12,1.0
6484,6484,2019-03-09 13:00:00,9740.0,11.303,259.863,0.824,3,13,1.0
6485,6485,2019-03-09 13:15:00,9740.0,11.303,259.863,0.824,3,13,1.0
6486,6486,2019-03-09 13:30:00,9740.0,11.303,259.863,0.824,3,13,1.0
6487,6487,2019-03-09 13:45:00,9740.0,11.303,259.863,0.824,3,13,1.0
6488,6488,2019-03-09 14:00:00,4592.0,10.572,141.908,0.781,3,14,1.0
6489,6489,2019-03-09 14:15:00,4592.0,10.572,141.908,0.781,3,14,1.0
6490,6490,2019-03-09 14:30:00,4592.0,10.572,141.908,0.781,3,14,1.0
6491,6491,2019-03-09 14:45:00,4592.0,10.572,141.908,0.781,3,14,1.0
6492,6492,2019-03-09 15:00:00,2444.0,9.404,82.083,0.77,3,15,1.0
6493,6493,2019-03-09 15:15:00,2444.0,9.404,82.083,0.77,3,15,1.0
6494,6494,2019-03-09 15:30:00,2444.0,9.404,82.083,0.77,3,15,1.0
6495,6495,2019-03-09 15:45:00,2444.0,9.404,82.083,0.77,3,15,1.0
6496,6496,2019-03-09 16:00:00,96.0,7.92,10.316,0.802,3,16,1.0
6497,6497,2019-03-09 16:15:00,96.0,7.92,10.316,0.802,3,16,1.0
6498,6498,2019-03-09 16:30:00,96.0,7.92,10.316,0.802,3,16,1.0
6499,6499,2019-03-09 16:45:00,96.0,7.92,10.316,0.802,3,16,1.0
6500,6500,2019-03-09 17:00:00,0.0,6.741,0.0,0.9,3,17,0.0
6501,6501,2019-03-09 17:15:00,0.0,6.741,0.0,0.9,3,17,0.0
6502,6502,2019-03-09 17:30:00,0.0,6.741,0.0,0.9,3,17,0.0
6503,6503,2019-03-09 17:45:00,0.0,6.741,0.0,0.9,3,17,0.0
6504,6504,2019-03-09 18:00:00,0.0,5.78,0.0,0.931,3,18,0.0
6505,6505,2019-03-09 18:15:00,0.0,5.78,0.0,0.931,3,18,0.0
6506,6506,2019-03-09 18:30:00,0.0,5.78,0.0,0.931,3,18,0.0
6507,6507,2019-03-09 18:45:00,0.0,5.78,0.0,0.931,3,18,0.0
6508,6508,2019-03-09 19:00:00,0.0,4.96,0.0,0.89,3,19,0.0
6509,6509,2019-03-09 19:15:00,0.0,4.96,0.0,0.89,3,19,0.0
6510,6510,2019-03-09 19:30:00,0.0,4.96,0.0,0.89,3,19,0.0
6511,6511,2019-03-09 19:45:00,0.0,4.96,0.0,0.89,3,19,0.0
6512,6512,2019-03-09 20:00:00,0.0,4.579,0.0,0.725,3,20,0.0
6513,6513,2019-03-09 20:15:00,0.0,4.579,0.0,0.725,3,20,0.0
6514,6514,2019-03-09 20:30:00,0.0,4.579,0.0,0.725,3,20,0.0
6515,6515,2019-03-09 20:45:00,0.0,4.579,0.0,0.725,3,20,0.0
6516,6516,2019-03-09 21:00:00,0.0,4.105,0.0,0.493,3,21,0.0
6517,6517,2019-03-09 21:15:00,0.0,4.105,0.0,0.493,3,21,0.0
6518,6518,2019-03-09 21:30:00,0.0,4.105,0.0,0.493,3,21,0.0
6519,6519,2019-03-09 21:45:00,0.0,4.105,0.0,0.493,3,21,0.0
6520,6520,2019-03-09 22:00:00,0.0,3.543,0.0,0.537,3,22,0.0
6521,6521,2019-03-09 22:15:00,0.0,3.543,0.0,0.537,3,22,0.0
6522,6522,2019-03-09 22:30:00,0.0,3.543,0.0,0.537,3,22,0.0
6523,6523,2019-03-09 22:45:00,0.0,3.543,0.0,0.537,3,22,0.0
6524,6524,2019-03-09 23:00:00,0.0,3.419,0.0,0.741,3,23,0.0
6525,6525,2019-03-09 23:15:00,0.0,3.419,0.0,0.741,3,23,0.0
6526,6526,2019-03-09 23:30:00,0.0,3.419,0.0,0.741,3,23,0.0
6527,6527,2019-03-09 23:45:00,0.0,3.419,0.0,0.741,3,23,0.0
6528,6528,2019-03-10 00:00:00,0.0,3.725,0.0,0.831,3,0,0.0
6529,6529,2019-03-10 00:15:00,0.0,3.725,0.0,0.831,3,0,0.0
6530,6530,2019-03-10 00:30:00,0.0,3.725,0.0,0.831,3,0,0.0
6531,6531,2019-03-10 00:45:00,0.0,3.725,0.0,0.831,3,0,0.0
6532,6532,2019-03-10 01:00:00,0.0,4.045,0.0,0.781,3,1,0.0
6533,6533,2019-03-10 01:15:00,0.0,4.045,0.0,0.781,3,1,0.0
6534,6534,2019-03-10 01:30:00,0.0,4.045,0.0,0.781,3,1,0.0
6535,6535,2019-03-10 01:45:00,0.0,4.045,0.0,0.781,3,1,0.0
6536,6536,2019-03-10 02:00:00,0.0,4.17,0.0,0.811,3,2,0.0
6537,6537,2019-03-10 02:15:00,0.0,4.17,0.0,0.811,3,2,0.0
6538,6538,2019-03-10 02:30:00,0.0,4.17,0.0,0.811,3,2,0.0
6539,6539,2019-03-10 02:45:00,0.0,4.17,0.0,0.811,3,2,0.0
6540,6540,2019-03-10 03:00:00,0.0,4.132,0.0,0.951,3,3,0.0
6541,6541,2019-03-10 03:15:00,0.0,4.132,0.0,0.951,3,3,0.0
6542,6542,2019-03-10 03:30:00,0.0,4.132,0.0,0.951,3,3,0.0
6543,6543,2019-03-10 03:45:00,0.0,4.132,0.0,0.951,3,3,0.0
6544,6544,2019-03-10 04:00:00,0.0,3.897,0.0,0.961,3,4,0.0
6545,6545,2019-03-10 04:15:00,0.0,3.897,0.0,0.961,3,4,0.0
6546,6546,2019-03-10 04:30:00,0.0,3.897,0.0,0.961,3,4,0.0
6547,6547,2019-03-10 04:45:00,0.0,3.897,0.0,0.961,3,4,0.0
6548,6548,2019-03-10 05:00:00,0.0,3.506,5.53,0.992,3,5,0.0
6549,6549,2019-03-10 05:15:00,0.0,3.506,5.53,0.992,3,5,0.0
6550,6550,2019-03-10 05:30:00,0.0,3.506,5.53,0.992,3,5,0.0
6551,6551,2019-03-10 05:45:00,0.0,3.506,5.53,0.992,3,5,0.0
6552,6552,2019-03-10 06:00:00,776.0,3.685,35.574,0.991,3,6,1.0
6553,6553,2019-03-10 06:15:00,776.0,3.685,35.574,0.991,3,6,1.0
6554,6554,2019-03-10 06:30:00,776.0,3.685,35.574,0.991,3,6,1.0
6555,6555,2019-03-10 06:45:00,776.0,3.685,35.574,0.991,3,6,1.0
6556,6556,2019-03-10 07:00:00,3140.0,4.658,104.915,0.885,3,7,1.0
6557,6557,2019-03-10 07:15:00,3140.0,4.658,104.915,0.885,3,7,1.0
6558,6558,2019-03-10 07:30:00,3140.0,4.658,104.915,0.885,3,7,1.0
6559,6559,2019-03-10 07:45:00,3140.0,4.658,104.915,0.885,3,7,1.0
6560,6560,2019-03-10 08:00:00,5244.0,6.019,163.752,0.935,3,8,1.0
6561,6561,2019-03-10 08:15:00,5244.0,6.019,163.752,0.935,3,8,1.0
6562,6562,2019-03-10 08:30:00,5244.0,6.019,163.752,0.935,3,8,1.0
6563,6563,2019-03-10 08:45:00,5244.0,6.019,163.752,0.935,3,8,1.0
6564,6564,2019-03-10 09:00:00,5132.0,6.804,163.974,0.966,3,9,1.0
6565,6565,2019-03-10 09:15:00,5132.0,6.804,163.974,0.966,3,9,1.0
6566,6566,2019-03-10 09:30:00,5132.0,6.804,163.974,0.966,3,9,1.0
6567,6567,2019-03-10 09:45:00,5132.0,6.804,163.974,0.966,3,9,1.0
6568,6568,2019-03-10 10:00:00,6268.0,7.123,195.538,0.864,3,10,1.0
6569,6569,2019-03-10 10:15:00,6268.0,7.123,195.538,0.864,3,10,1.0
6570,6570,2019-03-10 10:30:00,6268.0,7.123,195.538,0.864,3,10,1.0
6571,6571,2019-03-10 10:45:00,6268.0,7.123,195.538,0.864,3,10,1.0
6572,6572,2019-03-10 11:00:00,8256.0,7.272,246.336,0.739,3,11,1.0
6573,6573,2019-03-10 11:15:00,8256.0,7.272,246.336,0.739,3,11,1.0
6574,6574,2019-03-10 11:30:00,8256.0,7.272,246.336,0.739,3,11,1.0
6575,6575,2019-03-10 11:45:00,8256.0,7.272,246.336,0.739,3,11,1.0
6576,6576,2019-03-10 12:00:00,7920.0,7.016,235.715,0.757,3,12,1.0
6577,6577,2019-03-10 12:15:00,7920.0,7.016,235.715,0.757,3,12,1.0
6578,6578,2019-03-10 12:30:00,7920.0,7.016,235.715,0.757,3,12,1.0
6579,6579,2019-03-10 12:45:00,7920.0,7.016,235.715,0.757,3,12,1.0
6580,6580,2019-03-10 13:00:00,4916.0,6.262,156.637,0.882,3,13,1.0
6581,6581,2019-03-10 13:15:00,4916.0,6.262,156.637,0.882,3,13,1.0
6582,6582,2019-03-10 13:30:00,4916.0,6.262,156.637,0.882,3,13,1.0
6583,6583,2019-03-10 13:45:00,4916.0,6.262,156.637,0.882,3,13,1.0
6584,6584,2019-03-10 14:00:00,2032.0,5.199,75.352,0.932,3,14,1.0
6585,6585,2019-03-10 14:15:00,2032.0,5.199,75.352,0.932,3,14,1.0
6586,6586,2019-03-10 14:30:00,2032.0,5.199,75.352,0.932,3,14,1.0
6587,6587,2019-03-10 14:45:00,2032.0,5.199,75.352,0.932,3,14,1.0
6588,6588,2019-03-10 15:00:00,616.0,3.702,30.722,0.963,3,15,1.0
6589,6589,2019-03-10 15:15:00,616.0,3.702,30.722,0.963,3,15,1.0
6590,6590,2019-03-10 15:30:00,616.0,3.702,30.722,0.963,3,15,1.0
6591,6591,2019-03-10 15:45:00,616.0,3.702,30.722,0.963,3,15,1.0
6592,6592,2019-03-10 16:00:00,0.0,2.04,5.023,0.92,3,16,0.0
6593,6593,2019-03-10 16:15:00,0.0,2.04,5.023,0.92,3,16,0.0
6594,6594,2019-03-10 16:30:00,0.0,2.04,5.023,0.92,3,16,0.0
6595,6595,2019-03-10 16:45:00,0.0,2.04,5.023,0.92,3,16,0.0
6596,6596,2019-03-10 17:00:00,0.0,1.39,0.0,0.827,3,17,0.0
6597,6597,2019-03-10 17:15:00,0.0,1.39,0.0,0.827,3,17,0.0
6598,6598,2019-03-10 17:30:00,0.0,1.39,0.0,0.827,3,17,0.0
6599,6599,2019-03-10 17:45:00,0.0,1.39,0.0,0.827,3,17,0.0
6600,6600,2019-03-10 18:00:00,0.0,1.23,0.0,0.891,3,18,0.0
6601,6601,2019-03-10 18:15:00,0.0,1.23,0.0,0.891,3,18,0.0
6602,6602,2019-03-10 18:30:00,0.0,1.23,0.0,0.891,3,18,0.0
6603,6603,2019-03-10 18:45:00,0.0,1.23,0.0,0.891,3,18,0.0
6604,6604,2019-03-10 19:00:00,0.0,1.362,0.0,0.951,3,19,0.0
6605,6605,2019-03-10 19:15:00,0.0,1.362,0.0,0.951,3,19,0.0
6606,6606,2019-03-10 19:30:00,0.0,1.362,0.0,0.951,3,19,0.0
6607,6607,2019-03-10 19:45:00,0.0,1.362,0.0,0.951,3,19,0.0
6608,6608,2019-03-10 20:00:00,0.0,1.66,0.0,0.979,3,20,0.0
6609,6609,2019-03-10 20:15:00,0.0,1.66,0.0,0.979,3,20,0.0
6610,6610,2019-03-10 20:30:00,0.0,1.66,0.0,0.979,3,20,0.0
6611,6611,2019-03-10 20:45:00,0.0,1.66,0.0,0.979,3,20,0.0
6612,6612,2019-03-10 21:00:00,0.0,1.596,0.0,0.991,3,21,0.0
6613,6613,2019-03-10 21:15:00,0.0,1.596,0.0,0.991,3,21,0.0
6614,6614,2019-03-10 21:30:00,0.0,1.596,0.0,0.991,3,21,0.0
6615,6615,2019-03-10 21:45:00,0.0,1.596,0.0,0.991,3,21,0.0
6616,6616,2019-03-10 22:00:00,0.0,1.538,0.0,0.991,3,22,0.0
6617,6617,2019-03-10 22:15:00,0.0,1.538,0.0,0.991,3,22,0.0
6618,6618,2019-03-10 22:30:00,0.0,1.538,0.0,0.991,3,22,0.0
6619,6619,2019-03-10 22:45:00,0.0,1.538,0.0,0.991,3,22,0.0
6620,6620,2019-03-10 23:00:00,0.0,1.542,0.0,0.992,3,23,0.0
6621,6621,2019-03-10 23:15:00,0.0,1.542,0.0,0.992,3,23,0.0
6622,6622,2019-03-10 23:30:00,0.0,1.542,0.0,0.992,3,23,0.0
6623,6623,2019-03-10 23:45:00,0.0,1.542,0.0,0.992,3,23,0.0
6624,6624,2019-03-11 00:00:00,0.0,1.547,0.0,0.988,3,0,0.0
6625,6625,2019-03-11 00:15:00,0.0,1.547,0.0,0.988,3,0,0.0
6626,6626,2019-03-11 00:30:00,0.0,1.547,0.0,0.988,3,0,0.0
6627,6627,2019-03-11 00:45:00,0.0,1.547,0.0,0.988,3,0,0.0
6628,6628,2019-03-11 01:00:00,0.0,1.495,0.0,0.981,3,1,0.0
6629,6629,2019-03-11 01:15:00,0.0,1.495,0.0,0.981,3,1,0.0
6630,6630,2019-03-11 01:30:00,0.0,1.495,0.0,0.981,3,1,0.0
6631,6631,2019-03-11 01:45:00,0.0,1.495,0.0,0.981,3,1,0.0
6632,6632,2019-03-11 02:00:00,0.0,1.346,0.0,0.97,3,2,0.0
6633,6633,2019-03-11 02:15:00,0.0,1.346,0.0,0.97,3,2,0.0
6634,6634,2019-03-11 02:30:00,0.0,1.346,0.0,0.97,3,2,0.0
6635,6635,2019-03-11 02:45:00,0.0,1.346,0.0,0.97,3,2,0.0
6636,6636,2019-03-11 03:00:00,0.0,1.194,0.0,0.954,3,3,0.0
6637,6637,2019-03-11 03:15:00,0.0,1.194,0.0,0.954,3,3,0.0
6638,6638,2019-03-11 03:30:00,0.0,1.194,0.0,0.954,3,3,0.0
6639,6639,2019-03-11 03:45:00,0.0,1.194,0.0,0.954,3,3,0.0
6640,6640,2019-03-11 04:00:00,0.0,1.087,0.0,0.946,3,4,0.0
6641,6641,2019-03-11 04:15:00,0.0,1.087,0.0,0.946,3,4,0.0
6642,6642,2019-03-11 04:30:00,0.0,1.087,0.0,0.946,3,4,0.0
6643,6643,2019-03-11 04:45:00,0.0,1.087,0.0,0.946,3,4,0.0
6644,6644,2019-03-11 05:00:00,0.0,1.005,2.084,0.913,3,5,0.0
6645,6645,2019-03-11 05:15:00,0.0,1.005,2.084,0.913,3,5,0.0
6646,6646,2019-03-11 05:30:00,0.0,1.005,2.084,0.913,3,5,0.0
6647,6647,2019-03-11 05:45:00,0.0,1.005,2.084,0.913,3,5,0.0
6648,6648,2019-03-11 06:00:00,640.0,1.228,30.962,0.841,3,6,1.0
6649,6649,2019-03-11 06:15:00,640.0,1.228,30.962,0.841,3,6,1.0
6650,6650,2019-03-11 06:30:00,640.0,1.228,30.962,0.841,3,6,1.0
6651,6651,2019-03-11 06:45:00,640.0,1.228,30.962,0.841,3,6,1.0
6652,6652,2019-03-11 07:00:00,4556.0,2.234,137.299,0.583,3,7,1.0
6653,6653,2019-03-11 07:15:00,4556.0,2.234,137.299,0.583,3,7,1.0
6654,6654,2019-03-11 07:30:00,4556.0,2.234,137.299,0.583,3,7,1.0
6655,6655,2019-03-11 07:45:00,4556.0,2.234,137.299,0.583,3,7,1.0
6656,6656,2019-03-11 08:00:00,11508.0,3.754,285.513,0.504,3,8,1.0
6657,6657,2019-03-11 08:15:00,11508.0,3.754,285.513,0.504,3,8,1.0
6658,6658,2019-03-11 08:30:00,11508.0,3.754,285.513,0.504,3,8,1.0
6659,6659,2019-03-11 08:45:00,11508.0,3.754,285.513,0.504,3,8,1.0
6660,6660,2019-03-11 09:00:00,11952.0,4.444,310.765,0.671,3,9,1.0
6661,6661,2019-03-11 09:15:00,11952.0,4.444,310.765,0.671,3,9,1.0
6662,6662,2019-03-11 09:30:00,11952.0,4.444,310.765,0.671,3,9,1.0
6663,6663,2019-03-11 09:45:00,11952.0,4.444,310.765,0.671,3,9,1.0
6664,6664,2019-03-11 10:00:00,11772.0,4.865,317.431,0.856,3,10,1.0
6665,6665,2019-03-11 10:15:00,11772.0,4.865,317.431,0.856,3,10,1.0
6666,6666,2019-03-11 10:30:00,11772.0,4.865,317.431,0.856,3,10,1.0
6667,6667,2019-03-11 10:45:00,11772.0,4.865,317.431,0.856,3,10,1.0
6668,6668,2019-03-11 11:00:00,10360.0,5.065,290.956,0.919,3,11,1.0
6669,6669,2019-03-11 11:15:00,10360.0,5.065,290.956,0.919,3,11,1.0
6670,6670,2019-03-11 11:30:00,10360.0,5.065,290.956,0.919,3,11,1.0
6671,6671,2019-03-11 11:45:00,10360.0,5.065,290.956,0.919,3,11,1.0
6672,6672,2019-03-11 12:00:00,6836.0,4.808,206.791,0.942,3,12,1.0
6673,6673,2019-03-11 12:15:00,6836.0,4.808,206.791,0.942,3,12,1.0
6674,6674,2019-03-11 12:30:00,6836.0,4.808,206.791,0.942,3,12,1.0
6675,6675,2019-03-11 12:45:00,6836.0,4.808,206.791,0.942,3,12,1.0
6676,6676,2019-03-11 13:00:00,4192.0,4.157,136.128,0.984,3,13,1.0
6677,6677,2019-03-11 13:15:00,4192.0,4.157,136.128,0.984,3,13,1.0
6678,6678,2019-03-11 13:30:00,4192.0,4.157,136.128,0.984,3,13,1.0
6679,6679,2019-03-11 13:45:00,4192.0,4.157,136.128,0.984,3,13,1.0
6680,6680,2019-03-11 14:00:00,2164.0,3.371,78.538,0.986,3,14,1.0
6681,6681,2019-03-11 14:15:00,2164.0,3.371,78.538,0.986,3,14,1.0
6682,6682,2019-03-11 14:30:00,2164.0,3.371,78.538,0.986,3,14,1.0
6683,6683,2019-03-11 14:45:00,2164.0,3.371,78.538,0.986,3,14,1.0
6684,6684,2019-03-11 15:00:00,856.0,3.141,38.586,0.925,3,15,1.0
6685,6685,2019-03-11 15:15:00,856.0,3.141,38.586,0.925,3,15,1.0
6686,6686,2019-03-11 15:30:00,856.0,3.141,38.586,0.925,3,15,1.0
6687,6687,2019-03-11 15:45:00,856.0,3.141,38.586,0.925,3,15,1.0
6688,6688,2019-03-11 16:00:00,48.0,3.123,8.201,0.863,3,16,1.0
6689,6689,2019-03-11 16:15:00,48.0,3.123,8.201,0.863,3,16,1.0
6690,6690,2019-03-11 16:30:00,48.0,3.123,8.201,0.863,3,16,1.0
6691,6691,2019-03-11 16:45:00,48.0,3.123,8.201,0.863,3,16,1.0
6692,6692,2019-03-11 17:00:00,0.0,3.103,0.0,0.726,3,17,0.0
6693,6693,2019-03-11 17:15:00,0.0,3.103,0.0,0.726,3,17,0.0
6694,6694,2019-03-11 17:30:00,0.0,3.103,0.0,0.726,3,17,0.0
6695,6695,2019-03-11 17:45:00,0.0,3.103,0.0,0.726,3,17,0.0
6696,6696,2019-03-11 18:00:00,0.0,2.851,0.0,0.574,3,18,0.0
6697,6697,2019-03-11 18:15:00,0.0,2.851,0.0,0.574,3,18,0.0
6698,6698,2019-03-11 18:30:00,0.0,2.851,0.0,0.574,3,18,0.0
6699,6699,2019-03-11 18:45:00,0.0,2.851,0.0,0.574,3,18,0.0
6700,6700,2019-03-11 19:00:00,0.0,2.534,0.0,0.479,3,19,0.0
6701,6701,2019-03-11 19:15:00,0.0,2.534,0.0,0.479,3,19,0.0
6702,6702,2019-03-11 19:30:00,0.0,2.534,0.0,0.479,3,19,0.0
6703,6703,2019-03-11 19:45:00,0.0,2.534,0.0,0.479,3,19,0.0
6704,6704,2019-03-11 20:00:00,0.0,2.02,0.0,0.459,3,20,0.0
6705,6705,2019-03-11 20:15:00,0.0,2.02,0.0,0.459,3,20,0.0
6706,6706,2019-03-11 20:30:00,0.0,2.02,0.0,0.459,3,20,0.0
6707,6707,2019-03-11 20:45:00,0.0,2.02,0.0,0.459,3,20,0.0
6708,6708,2019-03-11 21:00:00,0.0,1.642,0.0,0.692,3,21,0.0
6709,6709,2019-03-11 21:15:00,0.0,1.642,0.0,0.692,3,21,0.0
6710,6710,2019-03-11 21:30:00,0.0,1.642,0.0,0.692,3,21,0.0
6711,6711,2019-03-11 21:45:00,0.0,1.642,0.0,0.692,3,21,0.0
6712,6712,2019-03-11 22:00:00,0.0,1.343,0.0,0.928,3,22,0.0
6713,6713,2019-03-11 22:15:00,0.0,1.343,0.0,0.928,3,22,0.0
6714,6714,2019-03-11 22:30:00,0.0,1.343,0.0,0.928,3,22,0.0
6715,6715,2019-03-11 22:45:00,0.0,1.343,0.0,0.928,3,22,0.0
6716,6716,2019-03-11 23:00:00,0.0,0.913,0.0,0.952,3,23,0.0
6717,6717,2019-03-11 23:15:00,0.0,0.913,0.0,0.952,3,23,0.0
6718,6718,2019-03-11 23:30:00,0.0,0.913,0.0,0.952,3,23,0.0
6719,6719,2019-03-11 23:45:00,0.0,0.913,0.0,0.952,3,23,0.0
6720,6720,2019-03-12 00:00:00,0.0,0.717,0.0,0.951,3,0,0.0
6721,6721,2019-03-12 00:15:00,0.0,0.717,0.0,0.951,3,0,0.0
6722,6722,2019-03-12 00:30:00,0.0,0.717,0.0,0.951,3,0,0.0
6723,6723,2019-03-12 00:45:00,0.0,0.717,0.0,0.951,3,0,0.0
6724,6724,2019-03-12 01:00:00,0.0,0.734,0.0,0.952,3,1,0.0
6725,6725,2019-03-12 01:15:00,0.0,0.734,0.0,0.952,3,1,0.0
6726,6726,2019-03-12 01:30:00,0.0,0.734,0.0,0.952,3,1,0.0
6727,6727,2019-03-12 01:45:00,0.0,0.734,0.0,0.952,3,1,0.0
6728,6728,2019-03-12 02:00:00,0.0,0.542,0.0,0.861,3,2,0.0
6729,6729,2019-03-12 02:15:00,0.0,0.542,0.0,0.861,3,2,0.0
6730,6730,2019-03-12 02:30:00,0.0,0.542,0.0,0.861,3,2,0.0
6731,6731,2019-03-12 02:45:00,0.0,0.542,0.0,0.861,3,2,0.0
6732,6732,2019-03-12 03:00:00,0.0,0.414,0.0,0.822,3,3,0.0
6733,6733,2019-03-12 03:15:00,0.0,0.414,0.0,0.822,3,3,0.0
6734,6734,2019-03-12 03:30:00,0.0,0.414,0.0,0.822,3,3,0.0
6735,6735,2019-03-12 03:45:00,0.0,0.414,0.0,0.822,3,3,0.0
6736,6736,2019-03-12 04:00:00,0.0,0.44,0.0,0.835,3,4,0.0
6737,6737,2019-03-12 04:15:00,0.0,0.44,0.0,0.835,3,4,0.0
6738,6738,2019-03-12 04:30:00,0.0,0.44,0.0,0.835,3,4,0.0
6739,6739,2019-03-12 04:45:00,0.0,0.44,0.0,0.835,3,4,0.0
6740,6740,2019-03-12 05:00:00,0.0,0.547,5.224,0.943,3,5,0.0
6741,6741,2019-03-12 05:15:00,0.0,0.547,5.224,0.943,3,5,0.0
6742,6742,2019-03-12 05:30:00,0.0,0.547,5.224,0.943,3,5,0.0
6743,6743,2019-03-12 05:45:00,0.0,0.547,5.224,0.943,3,5,0.0
6744,6744,2019-03-12 06:00:00,1224.0,0.803,48.21,0.963,3,6,1.0
6745,6745,2019-03-12 06:15:00,1224.0,0.803,48.21,0.963,3,6,1.0
6746,6746,2019-03-12 06:30:00,1224.0,0.803,48.21,0.963,3,6,1.0
6747,6747,2019-03-12 06:45:00,1224.0,0.803,48.21,0.963,3,6,1.0
6748,6748,2019-03-12 07:00:00,3860.0,1.583,120.391,0.929,3,7,1.0
6749,6749,2019-03-12 07:15:00,3860.0,1.583,120.391,0.929,3,7,1.0
6750,6750,2019-03-12 07:30:00,3860.0,1.583,120.391,0.929,3,7,1.0
6751,6751,2019-03-12 07:45:00,3860.0,1.583,120.391,0.929,3,7,1.0
6752,6752,2019-03-12 08:00:00,6728.0,3.135,192.734,0.883,3,8,1.0
6753,6753,2019-03-12 08:15:00,6728.0,3.135,192.734,0.883,3,8,1.0
6754,6754,2019-03-12 08:30:00,6728.0,3.135,192.734,0.883,3,8,1.0
6755,6755,2019-03-12 08:45:00,6728.0,3.135,192.734,0.883,3,8,1.0
6756,6756,2019-03-12 09:00:00,15860.0,4.985,371.383,0.886,3,9,1.0
6757,6757,2019-03-12 09:15:00,15860.0,4.985,371.383,0.886,3,9,1.0
6758,6758,2019-03-12 09:30:00,15860.0,4.985,371.383,0.886,3,9,1.0
6759,6759,2019-03-12 09:45:00,15860.0,4.985,371.383,0.886,3,9,1.0
6760,6760,2019-03-12 10:00:00,19380.0,6.448,437.105,0.708,3,10,1.0
6761,6761,2019-03-12 10:15:00,19380.0,6.448,437.105,0.708,3,10,1.0
6762,6762,2019-03-12 10:30:00,19380.0,6.448,437.105,0.708,3,10,1.0
6763,6763,2019-03-12 10:45:00,19380.0,6.448,437.105,0.708,3,10,1.0
6764,6764,2019-03-12 11:00:00,19004.0,7.432,434.341,0.55,3,11,1.0
6765,6765,2019-03-12 11:15:00,19004.0,7.432,434.341,0.55,3,11,1.0
6766,6766,2019-03-12 11:30:00,19004.0,7.432,434.341,0.55,3,11,1.0
6767,6767,2019-03-12 11:45:00,19004.0,7.432,434.341,0.55,3,11,1.0
6768,6768,2019-03-12 12:00:00,16560.0,7.982,386.938,0.54,3,12,1.0
6769,6769,2019-03-12 12:15:00,16560.0,7.982,386.938,0.54,3,12,1.0
6770,6770,2019-03-12 12:30:00,16560.0,7.982,386.938,0.54,3,12,1.0
6771,6771,2019-03-12 12:45:00,16560.0,7.982,386.938,0.54,3,12,1.0
6772,6772,2019-03-12 13:00:00,14464.0,8.225,335.421,0.658,3,13,1.0
6773,6773,2019-03-12 13:15:00,14464.0,8.225,335.421,0.658,3,13,1.0
6774,6774,2019-03-12 13:30:00,14464.0,8.225,335.421,0.658,3,13,1.0
6775,6775,2019-03-12 13:45:00,14464.0,8.225,335.421,0.658,3,13,1.0
6776,6776,2019-03-12 14:00:00,8732.0,7.926,220.864,0.894,3,14,1.0
6777,6777,2019-03-12 14:15:00,8732.0,7.926,220.864,0.894,3,14,1.0
6778,6778,2019-03-12 14:30:00,8732.0,7.926,220.864,0.894,3,14,1.0
6779,6779,2019-03-12 14:45:00,8732.0,7.926,220.864,0.894,3,14,1.0
6780,6780,2019-03-12 15:00:00,2644.0,7.019,87.25,0.988,3,15,1.0
6781,6781,2019-03-12 15:15:00,2644.0,7.019,87.25,0.988,3,15,1.0
6782,6782,2019-03-12 15:30:00,2644.0,7.019,87.25,0.988,3,15,1.0
6783,6783,2019-03-12 15:45:00,2644.0,7.019,87.25,0.988,3,15,1.0
6784,6784,2019-03-12 16:00:00,148.0,5.865,12.78,0.991,3,16,1.0
6785,6785,2019-03-12 16:15:00,148.0,5.865,12.78,0.991,3,16,1.0
6786,6786,2019-03-12 16:30:00,148.0,5.865,12.78,0.991,3,16,1.0
6787,6787,2019-03-12 16:45:00,148.0,5.865,12.78,0.991,3,16,1.0
6788,6788,2019-03-12 17:00:00,0.0,5.344,0.0,0.994,3,17,0.0
6789,6789,2019-03-12 17:15:00,0.0,5.344,0.0,0.994,3,17,0.0
6790,6790,2019-03-12 17:30:00,0.0,5.344,0.0,0.994,3,17,0.0
6791,6791,2019-03-12 17:45:00,0.0,5.344,0.0,0.994,3,17,0.0
