,index,interval,Power (W),temperature,radiation_surface,cloud_cover,month,hour_day,available
0,0,2019-01-01 00:00:00,0.0,6.518,0.0,0.985,1,0,0.0
1,1,2019-01-01 00:15:00,0.0,6.518,0.0,0.985,1,0,0.0
2,2,2019-01-01 00:30:00,0.0,6.518,0.0,0.985,1,0,0.0
3,3,2019-01-01 00:45:00,0.0,6.518,0.0,0.985,1,0,0.0
4,4,2019-01-01 01:00:00,0.0,6.919,0.0,0.987,1,1,0.0
5,5,2019-01-01 01:15:00,0.0,6.919,0.0,0.987,1,1,0.0
6,6,2019-01-01 01:30:00,0.0,6.919,0.0,0.987,1,1,0.0
7,7,2019-01-01 01:45:00,0.0,6.919,0.0,0.987,1,1,0.0
8,8,2019-01-01 02:00:00,0.0,7.014,0.0,0.98,1,2,0.0
9,9,2019-01-01 02:15:00,0.0,7.014,0.0,0.98,1,2,0.0
10,10,2019-01-01 02:30:00,0.0,7.014,0.0,0.98,1,2,0.0
11,11,2019-01-01 02:45:00,0.0,7.014,0.0,0.98,1,2,0.0
12,12,2019-01-01 03:00:00,0.0,6.709,0.0,0.965,1,3,0.0
13,13,2019-01-01 03:15:00,0.0,6.709,0.0,0.965,1,3,0.0
14,14,2019-01-01 03:30:00,0.0,6.709,0.0,0.965,1,3,0.0
15,15,2019-01-01 03:45:00,0.0,6.709,0.0,0.965,1,3,0.0
16,16,2019-01-01 04:00:00,0.0,6.28,0.0,0.97,1,4,0.0
17,17,2019-01-01 04:15:00,0.0,6.28,0.0,0.97,1,4,0.0
18,18,2019-01-01 04:30:00,0.0,6.28,0.0,0.97,1,4,0.0
19,19,2019-01-01 04:45:00,0.0,6.28,0.0,0.97,1,4,0.0
20,20,2019-01-01 05:00:00,0.0,6.129,0.0,0.987,1,5,0.0
21,21,2019-01-01 05:15:00,0.0,6.129,0.0,0.987,1,5,0.0
22,22,2019-01-01 05:30:00,0.0,6.129,0.0,0.987,1,5,0.0
23,23,2019-01-01 05:45:00,0.0,6.129,0.0,0.987,1,5,0.0
24,24,2019-01-01 06:00:00,0.0,6.228,0.0,0.972,1,6,0.0
25,25,2019-01-01 06:15:00,0.0,6.228,0.0,0.972,1,6,0.0
26,26,2019-01-01 06:30:00,0.0,6.228,0.0,0.972,1,6,0.0
27,27,2019-01-01 06:45:00,0.0,6.228,0.0,0.972,1,6,0.0
28,28,2019-01-01 07:00:00,0.0,6.384,0.596,0.959,1,7,0.0
29,29,2019-01-01 07:15:00,0.0,6.384,0.596,0.959,1,7,0.0
30,30,2019-01-01 07:30:00,0.0,6.384,0.596,0.959,1,7,0.0
31,31,2019-01-01 07:45:00,0.0,6.384,0.596,0.959,1,7,0.0
32,32,2019-01-01 08:00:00,0.0,6.562,4.748,0.966,1,8,0.0
33,33,2019-01-01 08:15:00,0.0,6.562,4.748,0.966,1,8,0.0
34,34,2019-01-01 08:30:00,0.0,6.562,4.748,0.966,1,8,0.0
35,35,2019-01-01 08:45:00,0.0,6.562,4.748,0.966,1,8,0.0
36,36,2019-01-01 09:00:00,64.0,6.76,9.235,0.878,1,9,1.0
37,37,2019-01-01 09:15:00,64.0,6.76,9.235,0.878,1,9,1.0
38,38,2019-01-01 09:30:00,64.0,6.76,9.235,0.878,1,9,1.0
39,39,2019-01-01 09:45:00,64.0,6.76,9.235,0.878,1,9,1.0
40,40,2019-01-01 10:00:00,1616.0,7.082,60.69,0.618,1,10,1.0
41,41,2019-01-01 10:15:00,1616.0,7.082,60.69,0.618,1,10,1.0
42,42,2019-01-01 10:30:00,1616.0,7.082,60.69,0.618,1,10,1.0
43,43,2019-01-01 10:45:00,1616.0,7.082,60.69,0.618,1,10,1.0
44,44,2019-01-01 11:00:00,3776.0,7.024,109.191,0.353,1,11,1.0
45,45,2019-01-01 11:15:00,3776.0,7.024,109.191,0.353,1,11,1.0
46,46,2019-01-01 11:30:00,3776.0,7.024,109.191,0.353,1,11,1.0
47,47,2019-01-01 11:45:00,3776.0,7.024,109.191,0.353,1,11,1.0
48,48,2019-01-01 12:00:00,6564.0,6.936,137.273,0.175,1,12,1.0
49,49,2019-01-01 12:15:00,6564.0,6.936,137.273,0.175,1,12,1.0
50,50,2019-01-01 12:30:00,6564.0,6.936,137.273,0.175,1,12,1.0
51,51,2019-01-01 12:45:00,6564.0,6.936,137.273,0.175,1,12,1.0
52,52,2019-01-01 13:00:00,4340.0,6.651,88.725,0.223,1,13,1.0
53,53,2019-01-01 13:15:00,4340.0,6.651,88.725,0.223,1,13,1.0
54,54,2019-01-01 13:30:00,4340.0,6.651,88.725,0.223,1,13,1.0
55,55,2019-01-01 13:45:00,4340.0,6.651,88.725,0.223,1,13,1.0
56,56,2019-01-01 14:00:00,536.0,5.937,17.581,0.227,1,14,1.0
57,57,2019-01-01 14:15:00,536.0,5.937,17.581,0.227,1,14,1.0
58,58,2019-01-01 14:30:00,536.0,5.937,17.581,0.227,1,14,1.0
59,59,2019-01-01 14:45:00,536.0,5.937,17.581,0.227,1,14,1.0
60,60,2019-01-01 15:00:00,0.0,5.141,0.0,0.306,1,15,0.0
61,61,2019-01-01 15:15:00,0.0,5.141,0.0,0.306,1,15,0.0
62,62,2019-01-01 15:30:00,0.0,5.141,0.0,0.306,1,15,0.0
63,63,2019-01-01 15:45:00,0.0,5.141,0.0,0.306,1,15,0.0
64,64,2019-01-01 16:00:00,0.0,4.545,0.0,0.448,1,16,0.0
65,65,2019-01-01 16:15:00,0.0,4.545,0.0,0.448,1,16,0.0
66,66,2019-01-01 16:30:00,0.0,4.545,0.0,0.448,1,16,0.0
67,67,2019-01-01 16:45:00,0.0,4.545,0.0,0.448,1,16,0.0
68,68,2019-01-01 17:00:00,0.0,4.041,0.0,0.456,1,17,0.0
69,69,2019-01-01 17:15:00,0.0,4.041,0.0,0.456,1,17,0.0
70,70,2019-01-01 17:30:00,0.0,4.041,0.0,0.456,1,17,0.0
71,71,2019-01-01 17:45:00,0.0,4.041,0.0,0.456,1,17,0.0
72,72,2019-01-01 18:00:00,0.0,3.589,0.0,0.421,1,18,0.0
73,73,2019-01-01 18:15:00,0.0,3.589,0.0,0.421,1,18,0.0
74,74,2019-01-01 18:30:00,0.0,3.589,0.0,0.421,1,18,0.0
75,75,2019-01-01 18:45:00,0.0,3.589,0.0,0.421,1,18,0.0
76,76,2019-01-01 19:00:00,0.0,3.257,0.0,0.549,1,19,0.0
77,77,2019-01-01 19:15:00,0.0,3.257,0.0,0.549,1,19,0.0
78,78,2019-01-01 19:30:00,0.0,3.257,0.0,0.549,1,19,0.0
79,79,2019-01-01 19:45:00,0.0,3.257,0.0,0.549,1,19,0.0
80,80,2019-01-01 20:00:00,0.0,3.099,0.0,0.846,1,20,0.0
81,81,2019-01-01 20:15:00,0.0,3.099,0.0,0.846,1,20,0.0
82,82,2019-01-01 20:30:00,0.0,3.099,0.0,0.846,1,20,0.0
83,83,2019-01-01 20:45:00,0.0,3.099,0.0,0.846,1,20,0.0
84,84,2019-01-01 21:00:00,0.0,2.989,0.0,0.931,1,21,0.0
85,85,2019-01-01 21:15:00,0.0,2.989,0.0,0.931,1,21,0.0
86,86,2019-01-01 21:30:00,0.0,2.989,0.0,0.931,1,21,0.0
87,87,2019-01-01 21:45:00,0.0,2.989,0.0,0.931,1,21,0.0
88,88,2019-01-01 22:00:00,0.0,3.109,0.0,0.897,1,22,0.0
89,89,2019-01-01 22:15:00,0.0,3.109,0.0,0.897,1,22,0.0
90,90,2019-01-01 22:30:00,0.0,3.109,0.0,0.897,1,22,0.0
91,91,2019-01-01 22:45:00,0.0,3.109,0.0,0.897,1,22,0.0
92,92,2019-01-01 23:00:00,0.0,3.478,0.0,0.577,1,23,0.0
93,93,2019-01-01 23:15:00,0.0,3.478,0.0,0.577,1,23,0.0
94,94,2019-01-01 23:30:00,0.0,3.478,0.0,0.577,1,23,0.0
95,95,2019-01-01 23:45:00,0.0,3.478,0.0,0.577,1,23,0.0
96,96,2019-01-02 00:00:00,0.0,3.461,0.0,0.302,1,0,0.0
97,97,2019-01-02 00:15:00,0.0,3.461,0.0,0.302,1,0,0.0
98,98,2019-01-02 00:30:00,0.0,3.461,0.0,0.302,1,0,0.0
99,99,2019-01-02 00:45:00,0.0,3.461,0.0,0.302,1,0,0.0
100,100,2019-01-02 01:00:00,0.0,3.074,0.0,0.031,1,1,0.0
101,101,2019-01-02 01:15:00,0.0,3.074,0.0,0.031,1,1,0.0
102,102,2019-01-02 01:30:00,0.0,3.074,0.0,0.031,1,1,0.0
103,103,2019-01-02 01:45:00,0.0,3.074,0.0,0.031,1,1,0.0
104,104,2019-01-02 02:00:00,0.0,2.469,0.0,0.06,1,2,0.0
105,105,2019-01-02 02:15:00,0.0,2.469,0.0,0.06,1,2,0.0
106,106,2019-01-02 02:30:00,0.0,2.469,0.0,0.06,1,2,0.0
107,107,2019-01-02 02:45:00,0.0,2.469,0.0,0.06,1,2,0.0
108,108,2019-01-02 03:00:00,0.0,2.11,0.0,0.253,1,3,0.0
109,109,2019-01-02 03:15:00,0.0,2.11,0.0,0.253,1,3,0.0
110,110,2019-01-02 03:30:00,0.0,2.11,0.0,0.253,1,3,0.0
111,111,2019-01-02 03:45:00,0.0,2.11,0.0,0.253,1,3,0.0
112,112,2019-01-02 04:00:00,0.0,2.141,0.0,0.461,1,4,0.0
113,113,2019-01-02 04:15:00,0.0,2.141,0.0,0.461,1,4,0.0
114,114,2019-01-02 04:30:00,0.0,2.141,0.0,0.461,1,4,0.0
115,115,2019-01-02 04:45:00,0.0,2.141,0.0,0.461,1,4,0.0
116,116,2019-01-02 05:00:00,0.0,2.107,0.0,0.513,1,5,0.0
117,117,2019-01-02 05:15:00,0.0,2.107,0.0,0.513,1,5,0.0
118,118,2019-01-02 05:30:00,0.0,2.107,0.0,0.513,1,5,0.0
119,119,2019-01-02 05:45:00,0.0,2.107,0.0,0.513,1,5,0.0
120,120,2019-01-02 06:00:00,0.0,1.877,0.0,0.63,1,6,0.0
121,121,2019-01-02 06:15:00,0.0,1.877,0.0,0.63,1,6,0.0
122,122,2019-01-02 06:30:00,0.0,1.877,0.0,0.63,1,6,0.0
123,123,2019-01-02 06:45:00,0.0,1.877,0.0,0.63,1,6,0.0
124,124,2019-01-02 07:00:00,44.0,1.736,5.963,0.749,1,7,1.0
125,125,2019-01-02 07:15:00,44.0,1.736,5.963,0.749,1,7,1.0
126,126,2019-01-02 07:30:00,44.0,1.736,5.963,0.749,1,7,1.0
127,127,2019-01-02 07:45:00,44.0,1.736,5.963,0.749,1,7,1.0
128,128,2019-01-02 08:00:00,1524.0,2.019,45.602,0.625,1,8,1.0
129,129,2019-01-02 08:15:00,1524.0,2.019,45.602,0.625,1,8,1.0
130,130,2019-01-02 08:30:00,1524.0,2.019,45.602,0.625,1,8,1.0
131,131,2019-01-02 08:45:00,1524.0,2.019,45.602,0.625,1,8,1.0
132,132,2019-01-02 09:00:00,5112.0,2.642,108.457,0.393,1,9,1.0
133,133,2019-01-02 09:15:00,5112.0,2.642,108.457,0.393,1,9,1.0
134,134,2019-01-02 09:30:00,5112.0,2.642,108.457,0.393,1,9,1.0
135,135,2019-01-02 09:45:00,5112.0,2.642,108.457,0.393,1,9,1.0
136,136,2019-01-02 10:00:00,13000.0,3.159,188.981,0.148,1,10,1.0
137,137,2019-01-02 10:15:00,13000.0,3.159,188.981,0.148,1,10,1.0
138,138,2019-01-02 10:30:00,13000.0,3.159,188.981,0.148,1,10,1.0
139,139,2019-01-02 10:45:00,13000.0,3.159,188.981,0.148,1,10,1.0
140,140,2019-01-02 11:00:00,17152.0,3.249,217.821,0.025,1,11,1.0
141,141,2019-01-02 11:15:00,17152.0,3.249,217.821,0.025,1,11,1.0
142,142,2019-01-02 11:30:00,17152.0,3.249,217.821,0.025,1,11,1.0
143,143,2019-01-02 11:45:00,17152.0,3.249,217.821,0.025,1,11,1.0
144,144,2019-01-02 12:00:00,16560.0,2.891,193.106,0.011,1,12,1.0
145,145,2019-01-02 12:15:00,16560.0,2.891,193.106,0.011,1,12,1.0
146,146,2019-01-02 12:30:00,16560.0,2.891,193.106,0.011,1,12,1.0
147,147,2019-01-02 12:45:00,16560.0,2.891,193.106,0.011,1,12,1.0
148,148,2019-01-02 13:00:00,10252.0,2.077,116.032,0.094,1,13,1.0
149,149,2019-01-02 13:15:00,10252.0,2.077,116.032,0.094,1,13,1.0
150,150,2019-01-02 13:30:00,10252.0,2.077,116.032,0.094,1,13,1.0
151,151,2019-01-02 13:45:00,10252.0,2.077,116.032,0.094,1,13,1.0
152,152,2019-01-02 14:00:00,2192.0,0.776,25.909,0.122,1,14,1.0
153,153,2019-01-02 14:15:00,2192.0,0.776,25.909,0.122,1,14,1.0
154,154,2019-01-02 14:30:00,2192.0,0.776,25.909,0.122,1,14,1.0
155,155,2019-01-02 14:45:00,2192.0,0.776,25.909,0.122,1,14,1.0
156,156,2019-01-02 15:00:00,0.0,-0.537,0.0,0.007,1,15,0.0
157,157,2019-01-02 15:15:00,0.0,-0.537,0.0,0.007,1,15,0.0
158,158,2019-01-02 15:30:00,0.0,-0.537,0.0,0.007,1,15,0.0
159,159,2019-01-02 15:45:00,0.0,-0.537,0.0,0.007,1,15,0.0
160,160,2019-01-02 16:00:00,0.0,-1.109,0.0,0.031,1,16,0.0
161,161,2019-01-02 16:15:00,0.0,-1.109,0.0,0.031,1,16,0.0
162,162,2019-01-02 16:30:00,0.0,-1.109,0.0,0.031,1,16,0.0
163,163,2019-01-02 16:45:00,0.0,-1.109,0.0,0.031,1,16,0.0
164,164,2019-01-02 17:00:00,0.0,-1.497,0.0,0.052,1,17,0.0
165,165,2019-01-02 17:15:00,0.0,-1.497,0.0,0.052,1,17,0.0
166,166,2019-01-02 17:30:00,0.0,-1.497,0.0,0.052,1,17,0.0
167,167,2019-01-02 17:45:00,0.0,-1.497,0.0,0.052,1,17,0.0
168,168,2019-01-02 18:00:00,0.0,-2.008,0.0,0.062,1,18,0.0
169,169,2019-01-02 18:15:00,0.0,-2.008,0.0,0.062,1,18,0.0
170,170,2019-01-02 18:30:00,0.0,-2.008,0.0,0.062,1,18,0.0
171,171,2019-01-02 18:45:00,0.0,-2.008,0.0,0.062,1,18,0.0
172,172,2019-01-02 19:00:00,0.0,-2.688,0.0,0.042,1,19,0.0
173,173,2019-01-02 19:15:00,0.0,-2.688,0.0,0.042,1,19,0.0
174,174,2019-01-02 19:30:00,0.0,-2.688,0.0,0.042,1,19,0.0
175,175,2019-01-02 19:45:00,0.0,-2.688,0.0,0.042,1,19,0.0
176,176,2019-01-02 20:00:00,0.0,-3.104,0.0,0.021,1,20,0.0
177,177,2019-01-02 20:15:00,0.0,-3.104,0.0,0.021,1,20,0.0
178,178,2019-01-02 20:30:00,0.0,-3.104,0.0,0.021,1,20,0.0
179,179,2019-01-02 20:45:00,0.0,-3.104,0.0,0.021,1,20,0.0
180,180,2019-01-02 21:00:00,0.0,-3.28,0.0,0.008,1,21,0.0
181,181,2019-01-02 21:15:00,0.0,-3.28,0.0,0.008,1,21,0.0
182,182,2019-01-02 21:30:00,0.0,-3.28,0.0,0.008,1,21,0.0
183,183,2019-01-02 21:45:00,0.0,-3.28,0.0,0.008,1,21,0.0
184,184,2019-01-02 22:00:00,0.0,-3.458,0.0,0.003,1,22,0.0
185,185,2019-01-02 22:15:00,0.0,-3.458,0.0,0.003,1,22,0.0
186,186,2019-01-02 22:30:00,0.0,-3.458,0.0,0.003,1,22,0.0
187,187,2019-01-02 22:45:00,0.0,-3.458,0.0,0.003,1,22,0.0
188,188,2019-01-02 23:00:00,0.0,-3.489,0.0,0.005,1,23,0.0
189,189,2019-01-02 23:15:00,0.0,-3.489,0.0,0.005,1,23,0.0
190,190,2019-01-02 23:30:00,0.0,-3.489,0.0,0.005,1,23,0.0
191,191,2019-01-02 23:45:00,0.0,-3.489,0.0,0.005,1,23,0.0
192,192,2019-01-03 00:00:00,0.0,-3.428,0.0,0.022,1,0,0.0
193,193,2019-01-03 00:15:00,0.0,-3.428,0.0,0.022,1,0,0.0
194,194,2019-01-03 00:30:00,0.0,-3.428,0.0,0.022,1,0,0.0
195,195,2019-01-03 00:45:00,0.0,-3.428,0.0,0.022,1,0,0.0
196,196,2019-01-03 01:00:00,0.0,-3.455,0.0,0.193,1,1,0.0
197,197,2019-01-03 01:15:00,0.0,-3.455,0.0,0.193,1,1,0.0
198,198,2019-01-03 01:30:00,0.0,-3.455,0.0,0.193,1,1,0.0
199,199,2019-01-03 01:45:00,0.0,-3.455,0.0,0.193,1,1,0.0
200,200,2019-01-03 02:00:00,0.0,-3.175,0.0,0.378,1,2,0.0
201,201,2019-01-03 02:15:00,0.0,-3.175,0.0,0.378,1,2,0.0
202,202,2019-01-03 02:30:00,0.0,-3.175,0.0,0.378,1,2,0.0
203,203,2019-01-03 02:45:00,0.0,-3.175,0.0,0.378,1,2,0.0
204,204,2019-01-03 03:00:00,0.0,-2.839,0.0,0.539,1,3,0.0
205,205,2019-01-03 03:15:00,0.0,-2.839,0.0,0.539,1,3,0.0
206,206,2019-01-03 03:30:00,0.0,-2.839,0.0,0.539,1,3,0.0
207,207,2019-01-03 03:45:00,0.0,-2.839,0.0,0.539,1,3,0.0
208,208,2019-01-03 04:00:00,0.0,-2.529,0.0,0.546,1,4,0.0
209,209,2019-01-03 04:15:00,0.0,-2.529,0.0,0.546,1,4,0.0
210,210,2019-01-03 04:30:00,0.0,-2.529,0.0,0.546,1,4,0.0
211,211,2019-01-03 04:45:00,0.0,-2.529,0.0,0.546,1,4,0.0
212,212,2019-01-03 05:00:00,0.0,-2.553,0.0,0.619,1,5,0.0
213,213,2019-01-03 05:15:00,0.0,-2.553,0.0,0.619,1,5,0.0
214,214,2019-01-03 05:30:00,0.0,-2.553,0.0,0.619,1,5,0.0
215,215,2019-01-03 05:45:00,0.0,-2.553,0.0,0.619,1,5,0.0
216,216,2019-01-03 06:00:00,0.0,-2.055,0.0,0.631,1,6,0.0
217,217,2019-01-03 06:15:00,0.0,-2.055,0.0,0.631,1,6,0.0
218,218,2019-01-03 06:30:00,0.0,-2.055,0.0,0.631,1,6,0.0
219,219,2019-01-03 06:45:00,0.0,-2.055,0.0,0.631,1,6,0.0
220,220,2019-01-03 07:00:00,124.0,-1.803,8.284,0.656,1,7,1.0
221,221,2019-01-03 07:15:00,124.0,-1.803,8.284,0.656,1,7,1.0
222,222,2019-01-03 07:30:00,124.0,-1.803,8.284,0.656,1,7,1.0
223,223,2019-01-03 07:45:00,124.0,-1.803,8.284,0.656,1,7,1.0
224,224,2019-01-03 08:00:00,1680.0,-0.844,49.519,0.605,1,8,1.0
225,225,2019-01-03 08:15:00,1680.0,-0.844,49.519,0.605,1,8,1.0
226,226,2019-01-03 08:30:00,1680.0,-0.844,49.519,0.605,1,8,1.0
227,227,2019-01-03 08:45:00,1680.0,-0.844,49.519,0.605,1,8,1.0
228,228,2019-01-03 09:00:00,3792.0,0.048,97.003,0.602,1,9,1.0
229,229,2019-01-03 09:15:00,3792.0,0.048,97.003,0.602,1,9,1.0
230,230,2019-01-03 09:30:00,3792.0,0.048,97.003,0.602,1,9,1.0
231,231,2019-01-03 09:45:00,3792.0,0.048,97.003,0.602,1,9,1.0
232,232,2019-01-03 10:00:00,3916.0,0.944,106.887,0.67,1,10,1.0
233,233,2019-01-03 10:15:00,3916.0,0.944,106.887,0.67,1,10,1.0
234,234,2019-01-03 10:30:00,3916.0,0.944,106.887,0.67,1,10,1.0
235,235,2019-01-03 10:45:00,3916.0,0.944,106.887,0.67,1,10,1.0
236,236,2019-01-03 11:00:00,4232.0,1.673,112.98,0.573,1,11,1.0
237,237,2019-01-03 11:15:00,4232.0,1.673,112.98,0.573,1,11,1.0
238,238,2019-01-03 11:30:00,4232.0,1.673,112.98,0.573,1,11,1.0
239,239,2019-01-03 11:45:00,4232.0,1.673,112.98,0.573,1,11,1.0
240,240,2019-01-03 12:00:00,5408.0,2.072,121.38,0.426,1,12,1.0
241,241,2019-01-03 12:15:00,5408.0,2.072,121.38,0.426,1,12,1.0
242,242,2019-01-03 12:30:00,5408.0,2.072,121.38,0.426,1,12,1.0
243,243,2019-01-03 12:45:00,5408.0,2.072,121.38,0.426,1,12,1.0
244,244,2019-01-03 13:00:00,4024.0,1.587,83.578,0.445,1,13,1.0
245,245,2019-01-03 13:15:00,4024.0,1.587,83.578,0.445,1,13,1.0
246,246,2019-01-03 13:30:00,4024.0,1.587,83.578,0.445,1,13,1.0
247,247,2019-01-03 13:45:00,4024.0,1.587,83.578,0.445,1,13,1.0
248,248,2019-01-03 14:00:00,1048.0,-0.44,22.454,0.249,1,14,1.0
249,249,2019-01-03 14:15:00,1048.0,-0.44,22.454,0.249,1,14,1.0
250,250,2019-01-03 14:30:00,1048.0,-0.44,22.454,0.249,1,14,1.0
251,251,2019-01-03 14:45:00,1048.0,-0.44,22.454,0.249,1,14,1.0
252,252,2019-01-03 15:00:00,0.0,-2.048,0.0,0.317,1,15,0.0
253,253,2019-01-03 15:15:00,0.0,-2.048,0.0,0.317,1,15,0.0
254,254,2019-01-03 15:30:00,0.0,-2.048,0.0,0.317,1,15,0.0
255,255,2019-01-03 15:45:00,0.0,-2.048,0.0,0.317,1,15,0.0
256,256,2019-01-03 16:00:00,0.0,-2.311,0.0,0.503,1,16,0.0
257,257,2019-01-03 16:15:00,0.0,-2.311,0.0,0.503,1,16,0.0
258,258,2019-01-03 16:30:00,0.0,-2.311,0.0,0.503,1,16,0.0
259,259,2019-01-03 16:45:00,0.0,-2.311,0.0,0.503,1,16,0.0
260,260,2019-01-03 17:00:00,0.0,-2.756,0.0,0.182,1,17,0.0
261,261,2019-01-03 17:15:00,0.0,-2.756,0.0,0.182,1,17,0.0
262,262,2019-01-03 17:30:00,0.0,-2.756,0.0,0.182,1,17,0.0
263,263,2019-01-03 17:45:00,0.0,-2.756,0.0,0.182,1,17,0.0
264,264,2019-01-03 18:00:00,0.0,-3.227,0.0,0.779,1,18,0.0
265,265,2019-01-03 18:15:00,0.0,-3.227,0.0,0.779,1,18,0.0
266,266,2019-01-03 18:30:00,0.0,-3.227,0.0,0.779,1,18,0.0
267,267,2019-01-03 18:45:00,0.0,-3.227,0.0,0.779,1,18,0.0
268,268,2019-01-03 19:00:00,0.0,-3.14,0.0,0.957,1,19,0.0
269,269,2019-01-03 19:15:00,0.0,-3.14,0.0,0.957,1,19,0.0
270,270,2019-01-03 19:30:00,0.0,-3.14,0.0,0.957,1,19,0.0
271,271,2019-01-03 19:45:00,0.0,-3.14,0.0,0.957,1,19,0.0
272,272,2019-01-03 20:00:00,0.0,-2.894,0.0,0.912,1,20,0.0
273,273,2019-01-03 20:15:00,0.0,-2.894,0.0,0.912,1,20,0.0
274,274,2019-01-03 20:30:00,0.0,-2.894,0.0,0.912,1,20,0.0
275,275,2019-01-03 20:45:00,0.0,-2.894,0.0,0.912,1,20,0.0
276,276,2019-01-03 21:00:00,0.0,-3.094,0.0,0.807,1,21,0.0
277,277,2019-01-03 21:15:00,0.0,-3.094,0.0,0.807,1,21,0.0
278,278,2019-01-03 21:30:00,0.0,-3.094,0.0,0.807,1,21,0.0
279,279,2019-01-03 21:45:00,0.0,-3.094,0.0,0.807,1,21,0.0
280,280,2019-01-03 22:00:00,0.0,-3.204,0.0,0.841,1,22,0.0
281,281,2019-01-03 22:15:00,0.0,-3.204,0.0,0.841,1,22,0.0
282,282,2019-01-03 22:30:00,0.0,-3.204,0.0,0.841,1,22,0.0
283,283,2019-01-03 22:45:00,0.0,-3.204,0.0,0.841,1,22,0.0
284,284,2019-01-03 23:00:00,0.0,-2.994,0.0,0.796,1,23,0.0
285,285,2019-01-03 23:15:00,0.0,-2.994,0.0,0.796,1,23,0.0
286,286,2019-01-03 23:30:00,0.0,-2.994,0.0,0.796,1,23,0.0
287,287,2019-01-03 23:45:00,0.0,-2.994,0.0,0.796,1,23,0.0
288,288,2019-01-04 00:00:00,0.0,-2.358,0.0,0.939,1,0,0.0
289,289,2019-01-04 00:15:00,0.0,-2.358,0.0,0.939,1,0,0.0
290,290,2019-01-04 00:30:00,0.0,-2.358,0.0,0.939,1,0,0.0
291,291,2019-01-04 00:45:00,0.0,-2.358,0.0,0.939,1,0,0.0
292,292,2019-01-04 01:00:00,0.0,-1.971,0.0,0.992,1,1,0.0
293,293,2019-01-04 01:15:00,0.0,-1.971,0.0,0.992,1,1,0.0
294,294,2019-01-04 01:30:00,0.0,-1.971,0.0,0.992,1,1,0.0
295,295,2019-01-04 01:45:00,0.0,-1.971,0.0,0.992,1,1,0.0
296,296,2019-01-04 02:00:00,0.0,-1.538,0.0,0.996,1,2,0.0
297,297,2019-01-04 02:15:00,0.0,-1.538,0.0,0.996,1,2,0.0
298,298,2019-01-04 02:30:00,0.0,-1.538,0.0,0.996,1,2,0.0
299,299,2019-01-04 02:45:00,0.0,-1.538,0.0,0.996,1,2,0.0
300,300,2019-01-04 03:00:00,0.0,-1.414,0.0,0.966,1,3,0.0
301,301,2019-01-04 03:15:00,0.0,-1.414,0.0,0.966,1,3,0.0
302,302,2019-01-04 03:30:00,0.0,-1.414,0.0,0.966,1,3,0.0
303,303,2019-01-04 03:45:00,0.0,-1.414,0.0,0.966,1,3,0.0
304,304,2019-01-04 04:00:00,0.0,-1.466,0.0,0.956,1,4,0.0
305,305,2019-01-04 04:15:00,0.0,-1.466,0.0,0.956,1,4,0.0
306,306,2019-01-04 04:30:00,0.0,-1.466,0.0,0.956,1,4,0.0
307,307,2019-01-04 04:45:00,0.0,-1.466,0.0,0.956,1,4,0.0
308,308,2019-01-04 05:00:00,0.0,-1.41,0.0,0.996,1,5,0.0
309,309,2019-01-04 05:15:00,0.0,-1.41,0.0,0.996,1,5,0.0
310,310,2019-01-04 05:30:00,0.0,-1.41,0.0,0.996,1,5,0.0
311,311,2019-01-04 05:45:00,0.0,-1.41,0.0,0.996,1,5,0.0
312,312,2019-01-04 06:00:00,0.0,-1.228,0.0,0.997,1,6,0.0
313,313,2019-01-04 06:15:00,0.0,-1.228,0.0,0.997,1,6,0.0
314,314,2019-01-04 06:30:00,0.0,-1.228,0.0,0.997,1,6,0.0
315,315,2019-01-04 06:45:00,0.0,-1.228,0.0,0.997,1,6,0.0
316,316,2019-01-04 07:00:00,0.0,-0.957,1.862,0.999,1,7,0.0
317,317,2019-01-04 07:15:00,0.0,-0.957,1.862,0.999,1,7,0.0
318,318,2019-01-04 07:30:00,0.0,-0.957,1.862,0.999,1,7,0.0
319,319,2019-01-04 07:45:00,0.0,-0.957,1.862,0.999,1,7,0.0
320,320,2019-01-04 08:00:00,24.0,-0.445,6.905,0.999,1,8,1.0
321,321,2019-01-04 08:15:00,24.0,-0.445,6.905,0.999,1,8,1.0
322,322,2019-01-04 08:30:00,24.0,-0.445,6.905,0.999,1,8,1.0
323,323,2019-01-04 08:45:00,24.0,-0.445,6.905,0.999,1,8,1.0
324,324,2019-01-04 09:00:00,116.0,0.18,11.617,0.999,1,9,1.0
325,325,2019-01-04 09:15:00,116.0,0.18,11.617,0.999,1,9,1.0
326,326,2019-01-04 09:30:00,116.0,0.18,11.617,0.999,1,9,1.0
327,327,2019-01-04 09:45:00,116.0,0.18,11.617,0.999,1,9,1.0
328,328,2019-01-04 10:00:00,236.0,0.615,16.702,0.999,1,10,1.0
329,329,2019-01-04 10:15:00,236.0,0.615,16.702,0.999,1,10,1.0
330,330,2019-01-04 10:30:00,236.0,0.615,16.702,0.999,1,10,1.0
331,331,2019-01-04 10:45:00,236.0,0.615,16.702,0.999,1,10,1.0
332,332,2019-01-04 11:00:00,336.0,0.874,20.565,0.982,1,11,1.0
333,333,2019-01-04 11:15:00,336.0,0.874,20.565,0.982,1,11,1.0
334,334,2019-01-04 11:30:00,336.0,0.874,20.565,0.982,1,11,1.0
