interval,Pv,Load,surplus
2019-01-01 00:00:00,10.143999999999998,13.722457519699674,-3.5784575196996755
2019-01-02 00:00:00,39.496,11.593850962599845,27.902149037400157
2019-01-03 00:00:00,14.547999999999996,8.344183375700139,6.203816624299858
2019-01-04 00:00:00,0.908,17.216768086900174,-16.308768086900173
2019-01-05 00:00:00,13.416,15.107864003100076,-1.6918640031000756
2019-01-06 00:00:00,28.723999999999997,19.015467779999653,9.708532220000343
2019-01-07 00:00:00,1.6919999999999995,7.04724303030025,-5.355243030300251
2019-01-08 00:00:00,2.127999999999999,8.75012894329984,-6.622128943299842
2019-01-09 00:00:00,4.096000000000002,10.10715700140008,-6.011157001400079
2019-01-10 00:00:00,33.48799999999999,12.409221792999686,21.078778207000305
2019-01-11 00:00:00,1.1639999999999993,10.200692256400087,-9.036692256400087
2019-01-12 00:00:00,4.5,11.629808976500497,-7.129808976500497
2019-01-13 00:00:00,6.204,16.20955849309985,-10.005558493099848
2019-01-14 00:00:00,45.391999999999996,11.371136916000069,34.02086308399993
2019-01-15 00:00:00,2.575999999999999,7.802249990799735,-5.226249990799737
2019-01-16 00:00:00,3.2800000000000007,11.028525296600037,-7.748525296600036
2019-01-17 00:00:00,37.711999999999996,6.909352800599662,30.802647199400333
2019-01-18 00:00:00,62.668,11.675556000000142,50.99244399999986
2019-01-19 00:00:00,55.80799999999999,13.889799279000272,41.91820072099972
2019-01-20 00:00:00,71.74799999999999,18.00447198560005,53.74352801439994
2019-01-21 00:00:00,50.472000000000016,13.168405637799877,37.30359436220014
2019-01-22 00:00:00,65.93600000000002,11.15006367900014,54.78593632099988
2019-01-23 00:00:00,63.971999999999994,6.899354595600014,57.07264540439998
2019-01-24 00:00:00,39.900000000000006,6.424157731799822,33.47584226820018
2019-01-25 00:00:00,22.77199999999999,10.951046534899886,11.820953465100105
2019-01-26 00:00:00,4.724000000000002,12.63036079780022,-7.906360797800218
2019-01-27 00:00:00,13.867999999999999,21.699707100499836,-7.8317071004998375
2019-01-28 00:00:00,42.72800000000001,13.211256464900087,29.51674353509992
2019-01-29 00:00:00,50.344000000000015,12.18225620799967,38.161743792000344
2019-01-30 00:00:00,42.42399999999998,12.275306425800407,30.14869357419957
2019-01-31 00:00:00,36.540000000000006,17.746742494000046,18.79325750599996
2019-02-01 00:00:00,30.504000000000005,8.348563428000032,22.15543657199997
2019-02-02 00:00:00,4.372000000000002,9.940933725999455,-5.568933725999454
2019-02-03 00:00:00,6.504000000000001,16.997651691900046,-10.493651691900045
2019-02-04 00:00:00,72.54400000000001,11.747595190600348,60.79640480939966
2019-02-05 00:00:00,23.203999999999994,7.759145818400155,15.444854181599839
2019-02-06 00:00:00,47.54,7.0155801593000415,40.524419840699956
2019-02-07 00:00:00,27.472000000000005,6.199829023300024,21.272170976699982
2019-02-08 00:00:00,70.57199999999999,7.532061106699983,63.039938893300004
2019-02-09 00:00:00,55.32400000000002,16.62371956149991,38.70028043850011
2019-02-10 00:00:00,5.2040000000000015,13.517101665000155,-8.313101665000154
2019-02-11 00:00:00,41.16399999999999,16.236579365999656,24.92742063400033
2019-02-12 00:00:00,87.432,7.295306054999854,80.13669394500015
2019-02-13 00:00:00,3.892000000000001,12.29509863650037,-8.403098636500369
2019-02-14 00:00:00,66.25600000000003,7.2078078579997955,59.04819214200023
2019-02-15 00:00:00,95.248,10.258403753000037,84.98959624699997
2019-02-16 00:00:00,98.18800000000003,25.848160078300225,72.3398399216998
2019-02-17 00:00:00,72.872,22.787711431999924,50.084288568000076
2019-02-18 00:00:00,88.08,12.049606752999805,76.03039324700019
2019-02-19 00:00:00,34.24400000000001,14.17103556339998,20.072964436600024
2019-02-20 00:00:00,36.284000000000034,6.2114690137000235,30.07253098630001
2019-02-21 00:00:00,23.444000000000003,9.52668118520023,13.917318814799772
2019-02-22 00:00:00,110.368,8.271873856099772,102.09612614390022
2019-02-23 00:00:00,100.86800000000004,16.28134168809993,84.58665831190011
2019-02-24 00:00:00,79.64800000000005,18.818025228600163,60.82997477139989
2019-02-25 00:00:00,104.64799999999997,8.145691803999851,96.50230819600012
2019-02-26 00:00:00,75.25200000000001,8.156783341600201,67.0952166583998
2019-02-27 00:00:00,82.24400000000001,13.094280076300038,69.14971992369998
2019-02-28 00:00:00,80.30000000000001,10.37146868489981,69.9285313151002
2019-03-01 00:00:00,13.399999999999995,9.703415836100246,3.6965841638997485
2019-03-02 00:00:00,47.288000000000004,8.465585419899524,38.82241458010048
2019-03-03 00:00:00,14.056000000000001,16.360098929800188,-2.304098929800187
2019-03-04 00:00:00,51.00799999999998,13.447204373000202,37.56079562699978
2019-03-05 00:00:00,73.62799999999999,13.774034627699619,59.853965372300365
2019-03-06 00:00:00,41.024000000000015,20.63808731770041,20.385912682299605
2019-03-07 00:00:00,38.46399999999999,11.97358369029962,26.49041630970037
2019-03-08 00:00:00,46.56000000000001,11.277538204999928,35.28246179500008
2019-03-09 00:00:00,63.063999999999986,3.9509568168004976,59.11304318319949
2019-03-10 00:00:00,26.57199999999999,12.35536470279976,14.216635297200229
2019-03-11 00:00:00,38.88799999999999,8.509937450699908,30.378062549300083
2019-03-12 00:00:00,65.15200000000006,7.889385747499999,57.26261425250006
2019-03-13 00:00:00,100.17200000000001,12.801984233400162,87.37001576659985
2019-03-14 00:00:00,22.744000000000014,8.005126011399623,14.73887398860039
2019-03-15 00:00:00,48.50799999999998,12.140639557100256,36.367360442899724
2019-03-16 00:00:00,32.48800000000001,16.692389320299753,15.795610679700253
2019-03-17 00:00:00,70.71200000000003,25.748910657200213,44.96308934279982
2019-03-18 00:00:00,58.86,14.920251841799653,43.939748158200345
2019-03-19 00:00:00,79.212,8.082803369000429,71.12919663099957
