time,local_time,electricity
2020-01-01 00:00,2020-01-01 01:00,0.0
2020-01-01 01:00,2020-01-01 02:00,0.0
2020-01-01 02:00,2020-01-01 03:00,0.0
2020-01-01 03:00,2020-01-01 04:00,0.0
2020-01-01 04:00,2020-01-01 05:00,0.0
2020-01-01 05:00,2020-01-01 06:00,0.0
2020-01-01 06:00,2020-01-01 07:00,0.0
2020-01-01 07:00,2020-01-01 08:00,0.002
2020-01-01 08:00,2020-01-01 09:00,0.105
2020-01-01 09:00,2020-01-01 10:00,0.242
2020-01-01 10:00,2020-01-01 11:00,0.354
2020-01-01 11:00,2020-01-01 12:00,0.384
2020-01-01 12:00,2020-01-01 13:00,0.321
2020-01-01 13:00,2020-01-01 14:00,0.179
2020-01-01 14:00,2020-01-01 15:00,0.025
2020-01-01 15:00,2020-01-01 16:00,0.0
2020-01-01 16:00,2020-01-01 17:00,0.0
2020-01-01 17:00,2020-01-01 18:00,0.0
2020-01-01 18:00,2020-01-01 19:00,0.0
2020-01-01 19:00,2020-01-01 20:00,0.0
2020-01-01 20:00,2020-01-01 21:00,0.0
2020-01-01 21:00,2020-01-01 22:00,0.0
2020-01-01 22:00,2020-01-01 23:00,0.0
2020-01-01 23:00,2020-01-02 00:00,0.0
2020-01-02 00:00,2020-01-02 01:00,0.0
2020-01-02 01:00,2020-01-02 02:00,0.0
2020-01-02 02:00,2020-01-02 03:00,0.0
2020-01-02 03:00,2020-01-02 04:00,0.0
2020-01-02 04:00,2020-01-02 05:00,0.0
2020-01-02 05:00,2020-01-02 06:00,0.0
2020-01-02 06:00,2020-01-02 07:00,0.0
2020-01-02 07:00,2020-01-02 08:00,0.073
2020-01-02 08:00,2020-01-02 09:00,0.827
2020-01-02 09:00,2020-01-02 10:00,1.729
2020-01-02 10:00,2020-01-02 11:00,2.041
2020-01-02 11:00,2020-01-02 12:00,2.044
2020-01-02 12:00,2020-01-02 13:00,1.758
2020-01-02 13:00,2020-01-02 14:00,1.159
2020-01-02 14:00,2020-01-02 15:00,0.326
2020-01-02 15:00,2020-01-02 16:00,0.0
2020-01-02 16:00,2020-01-02 17:00,0.0
2020-01-02 17:00,2020-01-02 18:00,0.0
2020-01-02 18:00,2020-01-02 19:00,0.0
2020-01-02 19:00,2020-01-02 20:00,0.0
2020-01-02 20:00,2020-01-02 21:00,0.0
2020-01-02 21:00,2020-01-02 22:00,0.0
2020-01-02 22:00,2020-01-02 23:00,0.0
2020-01-02 23:00,2020-01-03 00:00,0.0
2020-01-03 00:00,2020-01-03 01:00,0.0
2020-01-03 01:00,2020-01-03 02:00,0.0
2020-01-03 02:00,2020-01-03 03:00,0.0
