interval,Power (W)
2020-01-01T00:00,430.3668171996832
2020-01-01T00:15,395.9811316017292
2020-01-01T00:30,401.2238748000524
2020-01-01T00:45,473.5622119951584
2020-01-01T01:00,465.4363812005612
2020-01-01T01:15,287.924919201032
2020-01-01T01:30,478.7327007979908
2020-01-01T01:45,375.268128405878
2020-01-01T02:00,253.40921759561718
2020-01-01T02:15,276.2955235994012
2020-01-01T02:30,430.0852112028224
2020-01-01T02:45,258.4454407988232
2020-01-01T03:00,260.5145384004572
2020-01-01T03:15,311.833211999328
2020-01-01T03:30,422.98709159877
2020-01-01T03:45,275.912319204508
2020-01-01T04:00,284.1025811940196
2020-01-01T04:15,376.2369832038528
2020-01-01T04:30,402.6926879996608
2020-01-01T04:45,286.61501520036796
2020-01-01T05:00,307.6843991984788
2020-01-01T05:15,343.946684799448
2020-01-01T05:30,344.48644320218557
2020-01-01T05:45,263.2132159960744
2020-01-01T06:00,283.38345640077
2020-01-01T06:15,482.449446000828
2020-01-01T06:30,290.6055776002176
2020-01-01T06:45,317.2179448047244
2020-01-01T07:00,346.0140155948464
2020-01-01T07:15,363.1995060022744
2020-01-01T07:30,283.2346872019116
2020-01-01T07:45,383.6110395968716
2020-01-01T08:00,419.4026139994092
2020-01-01T08:15,434.0398792010088
2020-01-01T08:30,402.15591760352237
2020-01-01T08:45,327.0924959942928
2020-01-01T09:00,446.8882224027764
2020-01-01T09:15,283.105488797446
2020-01-01T09:30,474.53782720185677
2020-01-01T09:45,505.5876767983136
2020-01-01T10:00,501.98185800400074
2020-01-01T10:15,476.4865411998468
2020-01-01T10:30,529.4481879973316
2020-01-01T10:45,922.577745601302
2020-01-01T11:00,507.2244975963256
2020-01-01T11:15,429.56248880364
2020-01-01T11:30,787.0480136007244
2020-01-01T11:45,905.6079616020724
2020-01-01T12:00,663.8007563960851
2020-01-01T12:15,679.6575076004956
2020-01-01T12:30,585.086742798012
2020-01-01T12:45,654.9074895992816
2020-01-01T13:00,536.7426980046728
2020-01-01T13:15,548.6396783999224
2020-01-01T13:30,666.473381599644
2020-01-01T13:45,529.1070936000324
2020-01-01T14:00,526.2141147977673
2020-01-01T14:15,515.2509836007084
2020-01-01T14:30,627.0600064017344
2020-01-01T14:45,499.6137079979232
2020-01-01T15:00,678.1135632008952
2020-01-01T15:15,655.89302639637
2020-01-01T15:30,675.4540776018983
2020-01-01T15:45,797.6385004003532
2020-01-01T16:00,774.392402399826
2020-01-01T16:15,851.149296398944
2020-01-01T16:30,614.9999535991808
2020-01-01T16:45,1041.0245464008767
2020-01-01T17:00,874.3720456004664
2020-01-01T17:15,1106.3768048006748
2020-01-01T17:30,1058.41769359904
2020-01-01T17:45,1368.4668595997207
2020-01-01T18:00,3110.1261128023907
2020-01-01T18:15,1529.197581203334
2020-01-01T18:30,721.4960015953692
2020-01-01T18:45,769.0877464010551
2020-01-01T19:00,626.1790751996156
2020-01-01T19:15,558.5359808028439
2020-01-01T19:30,451.4683199995488
2020-01-01T19:45,620.5083487984664
2020-01-01T20:00,592.87628799575
2020-01-01T20:15,660.1939872052752
2020-01-01T20:30,627.1170359977984
2020-01-01T20:45,723.036276798666
2020-01-01T21:00,681.1943872016852
2020-01-01T21:15,631.1594008002428
2020-01-01T21:30,644.3335096009832
2020-01-01T21:45,693.861167597788
2020-01-01T22:00,654.1108036035436
2020-01-01T22:15,647.4962679967572
2020-01-01T22:30,713.7097632003132
2020-01-01T22:45,677.4043932018684
2020-01-01T23:00,573.8219859995296
2020-01-01T23:15,551.533921596274
2020-01-01T23:30,528.1674224024752
2020-01-01T23:45,436.4415296004152
2020-01-02T00:00,409.7361768035624
2020-01-02T00:15,410.7323335992984
2020-01-02T00:30,355.4627343983156
2020-01-02T00:45,310.5426904003252
2020-01-02T01:00,309.1125531973372
2020-01-02T01:15,452.713533202768
