# Renewables.ninja Weather (Point API) - 52.528, 13.391 - Version: 1.0 - License: https://science.nasa.gov/earth-science/earth-science-data/data-information-policy - Reference: https://www.renewables.ninja/
# Units: time in UTC, local_time in Europe/Berlin, temperature in ºC, radiation_surface in W/m², cloud_cover in fraction
# {"units": {"time": "UTC", "local_time": "Europe/Berlin", "temperature": "\u00baC", "radiation_surface": "W/m\u00b2", "cloud_cover": "fraction"}, "params": {"local_time": true, "header": true, "lat": "52.52829799629117", "lon": "13.390741986643924", "date_from": "2018-01-01", "date_to": "2018-12-31", "dataset": "merra2", "var_t2m": true, "var_prectotland": false, "var_precsnoland": false, "var_snomas": false, "var_rhoa": false, "var_swgdn": true, "var_swtdn": false, "var_cldtot": true}}
time,local_time,temperature,radiation_surface,cloud_cover
2018-01-01 00:00,2018-01-01 01:00,7.834,0,0.995
2018-01-01 01:00,2018-01-01 02:00,7.577,0,0.994
2018-01-01 02:00,2018-01-01 03:00,7.426,0,0.994
2018-01-01 03:00,2018-01-01 04:00,7.417,0,0.950
2018-01-01 04:00,2018-01-01 05:00,7.528,0,0.760
2018-01-01 05:00,2018-01-01 06:00,7.128,0,0.379
2018-01-01 06:00,2018-01-01 07:00,6.624,0,0.018
2018-01-01 07:00,2018-01-01 08:00,6.122,13.137,0.021
2018-01-01 08:00,2018-01-01 09:00,6.578,91.263,0.083
2018-01-01 09:00,2018-01-01 10:00,7.368,163.000,0.096
2018-01-01 10:00,2018-01-01 11:00,7.904,181.341,0.314
2018-01-01 11:00,2018-01-01 12:00,8.039,153.620,0.273
2018-01-01 12:00,2018-01-01 13:00,7.947,145.750,0.153
2018-01-01 13:00,2018-01-01 14:00,7.373,94.473,0.232
2018-01-01 14:00,2018-01-01 15:00,6.176,20.093,0.299
2018-01-01 15:00,2018-01-01 16:00,4.652,0,0.223
2018-01-01 16:00,2018-01-01 17:00,3.480,0,0.140
2018-01-01 17:00,2018-01-01 18:00,2.746,0,0.062
2018-01-01 18:00,2018-01-01 19:00,2.237,0,0.100
2018-01-01 19:00,2018-01-01 20:00,1.871,0,0.224
2018-01-01 20:00,2018-01-01 21:00,1.633,0,0.551
2018-01-01 21:00,2018-01-01 22:00,1.473,0,0.962
2018-01-01 22:00,2018-01-01 23:00,1.659,0,0.986
2018-01-01 23:00,2018-01-02 00:00,1.680,0,0.977
2018-01-02 00:00,2018-01-02 01:00,1.535,0,0.974
2018-01-02 01:00,2018-01-02 02:00,1.441,0,0.978
2018-01-02 02:00,2018-01-02 03:00,1.483,0,0.982
2018-01-02 03:00,2018-01-02 04:00,1.463,0,0.982
2018-01-02 04:00,2018-01-02 05:00,1.586,0,0.985
2018-01-02 05:00,2018-01-02 06:00,1.711,0,0.988
2018-01-02 06:00,2018-01-02 07:00,1.684,0,0.989
2018-01-02 07:00,2018-01-02 08:00,1.218,1.551,0.981
2018-01-02 08:00,2018-01-02 09:00,0.964,12.163,0.980
2018-01-02 09:00,2018-01-02 10:00,1.171,27.461,0.979
2018-01-02 10:00,2018-01-02 11:00,2.053,62.868,0.971
2018-01-02 11:00,2018-01-02 12:00,3.260,92.883,0.968
2018-01-02 12:00,2018-01-02 13:00,4.029,72.356,0.929
2018-01-02 13:00,2018-01-02 14:00,4.310,32.107,0.851
2018-01-02 14:00,2018-01-02 15:00,4.363,6.427,0.740
2018-01-02 15:00,2018-01-02 16:00,4.169,0,0.666
2018-01-02 16:00,2018-01-02 17:00,3.765,0,0.679
2018-01-02 17:00,2018-01-02 18:00,3.672,0,0.689
2018-01-02 18:00,2018-01-02 19:00,3.358,0,0.619
2018-01-02 19:00,2018-01-02 20:00,3.164,0,0.573
2018-01-02 20:00,2018-01-02 21:00,2.842,0,0.569
2018-01-02 21:00,2018-01-02 22:00,2.356,0,0.432
2018-01-02 22:00,2018-01-02 23:00,1.796,0,0.359
2018-01-02 23:00,2018-01-03 00:00,1.602,0,0.614
2018-01-03 00:00,2018-01-03 01:00,1.530,0,0.965
2018-01-03 01:00,2018-01-03 02:00,1.567,0,0.992
2018-01-03 02:00,2018-01-03 03:00,1.615,0,0.996
2018-01-03 03:00,2018-01-03 04:00,1.604,0,0.995
2018-01-03 04:00,2018-01-03 05:00,1.482,0,0.995
2018-01-03 05:00,2018-01-03 06:00,1.028,0,0.992
2018-01-03 06:00,2018-01-03 07:00,0.938,0,0.985
2018-01-03 07:00,2018-01-03 08:00,1.381,2.824,0.985
2018-01-03 08:00,2018-01-03 09:00,1.819,22.715,0.961
2018-01-03 09:00,2018-01-03 10:00,3.389,22.681,0.942
2018-01-03 10:00,2018-01-03 11:00,5.202,54.928,0.786
2018-01-03 11:00,2018-01-03 12:00,5.724,133.865,0.369
2018-01-03 12:00,2018-01-03 13:00,5.476,146.600,0.294
2018-01-03 13:00,2018-01-03 14:00,4.985,86.543,0.362
2018-01-03 14:00,2018-01-03 15:00,4.130,17.420,0.776
2018-01-03 15:00,2018-01-03 16:00,3.633,0,0.949
2018-01-03 16:00,2018-01-03 17:00,3.840,0,0.953
2018-01-03 17:00,2018-01-03 18:00,4.669,0,0.860
2018-01-03 18:00,2018-01-03 19:00,5.213,0,0.768
2018-01-03 19:00,2018-01-03 20:00,5.466,0,0.767
2018-01-03 20:00,2018-01-03 21:00,5.519,0,0.874
2018-01-03 21:00,2018-01-03 22:00,5.594,0,0.941
2018-01-03 22:00,2018-01-03 23:00,5.683,0,0.977
2018-01-03 23:00,2018-01-04 00:00,5.759,0,0.993
2018-01-04 00:00,2018-01-04 01:00,5.790,0,0.993
2018-01-04 01:00,2018-01-04 02:00,5.754,0,0.986
2018-01-04 02:00,2018-01-04 03:00,5.614,0,0.963
2018-01-04 03:00,2018-01-04 04:00,5.317,0,0.915
2018-01-04 04:00,2018-01-04 05:00,5.227,0,0.907
2018-01-04 05:00,2018-01-04 06:00,5.445,0,0.868
2018-01-04 06:00,2018-01-04 07:00,5.509,0,0.814
2018-01-04 07:00,2018-01-04 08:00,5.467,3.621,0.822
2018-01-04 08:00,2018-01-04 09:00,5.586,22.417,0.805
2018-01-04 09:00,2018-01-04 10:00,5.816,42.309,0.781
2018-01-04 10:00,2018-01-04 11:00,6.106,49.892,0.825
2018-01-04 11:00,2018-01-04 12:00,6.376,48.601,0.794
2018-01-04 12:00,2018-01-04 13:00,6.610,53.270,0.594
2018-01-04 13:00,2018-01-04 14:00,6.639,66.346,0.316
2018-01-04 14:00,2018-01-04 15:00,5.753,19.037,0.507
2018-01-04 15:00,2018-01-04 16:00,4.857,0,0.797
2018-01-04 16:00,2018-01-04 17:00,4.960,0,0.702
2018-01-04 17:00,2018-01-04 18:00,4.785,0,0.592
2018-01-04 18:00,2018-01-04 19:00,4.726,0,0.597
2018-01-04 19:00,2018-01-04 20:00,4.222,0,0.607
2018-01-04 20:00,2018-01-04 21:00,3.970,0,0.561
2018-01-04 21:00,2018-01-04 22:00,3.854,0,0.629
2018-01-04 22:00,2018-01-04 23:00,3.978,0,0.687
2018-01-04 23:00,2018-01-05 00:00,4.831,0,0.570
2018-01-05 00:00,2018-01-05 01:00,5.979,0,0.164
2018-01-05 01:00,2018-01-05 02:00,6.196,0,0.083
2018-01-05 02:00,2018-01-05 03:00,5.703,0,0.095
2018-01-05 03:00,2018-01-05 04:00,5.381,0,0.160
2018-01-05 04:00,2018-01-05 05:00,5.309,0,0.139
2018-01-05 05:00,2018-01-05 06:00,5.136,0,0.171
2018-01-05 06:00,2018-01-05 07:00,4.908,0,0.181
2018-01-05 07:00,2018-01-05 08:00,4.842,12.136,0.287
2018-01-05 08:00,2018-01-05 09:00,5.552,72.117,0.447
