interval,Power (W)
2020-01-01T00:00,804.2622348002624
2020-01-01T00:15,484.8369984028976
2020-01-01T00:30,570.7871279992104
2020-01-01T00:45,666.172241199092
2020-01-01T01:00,742.3949147996608
2020-01-01T01:15,628.2288931979564
2020-01-01T01:30,573.1614128053476
2020-01-01T01:45,610.6218399982024
2020-01-01T02:00,541.9305739997068
2020-01-01T02:15,582.15042199663
2020-01-01T02:30,528.3837468014096
2020-01-01T02:45,491.6211203999408
2020-01-01T03:00,593.3179323983492
2020-01-01T03:15,542.7666712021164
2020-01-01T03:30,506.0686495999104
2020-01-01T03:45,640.7132015992828
2020-01-01T04:00,653.1641196015696
2020-01-01T04:15,535.568123195844
2020-01-01T04:30,576.3205592047595
2020-01-01T04:45,531.4154183979552
2020-01-01T05:00,367.147016000672
2020-01-01T05:15,269.179328399332
2020-01-01T05:30,338.9274020009904
2020-01-01T05:45,211.828171599336
2020-01-01T06:00,108.6354395993112
2020-01-01T06:15,168.913425201026
2020-01-01T06:30,214.888972801418
2020-01-01T06:45,122.378091997234
2020-01-01T07:00,141.3446480037236
2020-01-01T07:15,175.2121591962348
2020-01-01T07:30,173.9652748001388
2020-01-01T07:45,227.0160527987172
2020-01-01T08:00,159.19098240192358
2020-01-01T08:15,278.92152160347877
2020-01-01T08:30,115.0527931968096
2020-01-01T08:45,161.937680801202
2020-01-01T09:00,122.63169039943
2020-01-01T09:15,393.850222797482
2020-01-01T09:30,127.42246359994161
2020-01-01T09:45,82.7330320025792
2020-01-01T10:00,146.84634760123998
2020-01-01T10:15,151.0881627982596
2020-01-01T10:30,81.61608799855439
2020-01-01T10:45,154.7585068001352
2020-01-01T11:00,146.9076284010952
2020-01-01T11:15,219.185464797192
2020-01-01T11:30,198.5479472023144
2020-01-01T11:45,169.456670002546
2020-01-01T12:00,202.6332699970224
2020-01-01T12:15,81.952484000794
2020-01-01T12:30,215.6195220013612
2020-01-01T12:45,360.1373536002936
2020-01-01T13:00,152.8311071997448
2020-01-01T13:15,124.7130783995088
2020-01-01T13:30,161.51843999978118
2020-01-01T13:45,218.4948327994788
2020-01-01T14:00,114.7785195971664
2020-01-01T14:15,362.8576412011168
2020-01-01T14:30,460.0527576039892
2020-01-01T14:45,1021.2332927985699
2020-01-01T15:00,512.680821600952
2020-01-01T15:15,283.4768352004172
2020-01-01T15:30,329.4990087997576
2020-01-01T15:45,249.1952331947684
2020-01-01T16:00,190.1581508027444
2020-01-01T16:15,360.835187602788
2020-01-01T16:30,711.571716798062
2020-01-01T16:45,815.3565419997904
2020-01-01T17:00,620.0663039999196
2020-01-01T17:15,555.5355639990012
2020-01-01T17:30,579.1937844005588
2020-01-01T17:45,532.5022599972724
2020-01-01T18:00,568.1903688055172
2020-01-01T18:15,616.2806159954924
2020-01-01T18:30,510.56962120128435
2020-01-01T18:45,1077.6256428034685
2020-01-01T19:00,882.908715200756
2020-01-01T19:15,633.078886396106
2020-01-01T19:30,485.0441119997412
2020-01-01T19:45,526.3053128001044
2020-01-01T20:00,875.806462001492
2020-01-01T20:15,911.7473372025412
2020-01-01T20:30,912.6204875974508
2020-01-01T20:45,527.2525687978484
2020-01-01T21:00,673.1106424012976
2020-01-01T21:15,671.1460744008943
2020-01-01T21:30,616.40151120082
2020-01-01T21:45,616.0120383974572
2020-01-01T22:00,549.6497679996536
2020-01-01T22:15,537.4297840025972
2020-01-01T22:30,545.9606519980296
2020-01-01T22:45,507.9414632018596
2020-01-01T23:00,550.9939615985784
2020-01-01T23:15,545.0471232034032
2020-01-01T23:30,474.2391167965252
2020-01-01T23:45,513.007993602514
2020-01-02T00:00,488.819701997272
2020-01-02T00:15,448.6467080023428
2020-01-02T00:30,546.8550711957504
2020-01-02T00:45,527.4700176050828
2020-01-02T01:00,483.3962739976412
2020-01-02T01:15,372.5374143978112
2020-01-02T01:30,381.9141344029048
2020-01-02T01:45,284.293308002816
2020-01-02T02:00,324.281664798036
2020-01-02T02:15,365.0423363978916
2020-01-02T02:30,418.9056495997644
2020-01-02T02:45,358.2522099968628
2020-01-02T03:00,338.2210264026068
2020-01-02T03:15,373.9764560014008
2020-01-02T03:30,383.05324839893717
2020-01-02T03:45,376.1091632040916
2020-01-02T04:00,365.43492199416477
2020-01-02T04:15,235.1499176038484
2020-01-02T04:30,144.5622211977024
2020-01-02T04:45,156.8799732012848
2020-01-02T05:00,184.5608139992688
2020-01-02T05:15,115.60184039990399
2020-01-02T05:30,128.67339879812758
2020-01-02T05:45,143.4674348020052
2020-01-02T06:00,213.5682595981052
2020-01-02T06:15,111.9602399994616
2020-01-02T06:30,174.2904599996108
2020-01-02T06:45,378.954157604312
2020-01-02T07:00,224.214503999974
2020-01-02T07:15,157.7880091972472
2020-01-02T07:30,208.41508520243198
2020-01-02T07:45,214.0170424027016
2020-01-02T08:00,129.7349035958176
2020-01-02T08:15,176.7301875988776
2020-01-02T08:30,101.4728851987456
2020-01-02T08:45,230.05372999978118
2020-01-02T09:00,156.1868168028012
2020-01-02T09:15,82.99983799952281
2020-01-02T09:30,173.0257048002384
2020-01-02T09:45,200.1307084028664
2020-01-02T10:00,82.5258439981552
2020-01-02T10:15,154.6524479963408
2020-01-02T10:30,564.3789220048347
2020-01-02T10:45,255.69714479934157
2020-01-02T11:00,209.2889535961148
2020-01-02T11:15,235.0951212029028
2020-01-02T11:30,245.23139160009998
2020-01-02T11:45,2147.3295648029307
2020-01-02T12:00,2316.4992007987166
2020-01-02T12:15,2262.9945736007357
2020-01-02T12:30,2323.9082359978056
2020-01-02T12:45,335.7660567999116
2020-01-02T13:00,343.481081599748
2020-01-02T13:15,355.872732001444
2020-01-02T13:30,353.759680798248
2020-01-02T13:45,1847.2182231998884
2020-01-02T14:00,2445.200164002017
2020-01-02T14:15,2246.6894751996733
2020-01-02T14:30,569.645591200242
2020-01-02T14:45,339.0476663953448
2020-01-02T15:00,306.7401280059128
2020-01-02T15:15,386.04971519816877
2020-01-02T15:30,360.76480319752557
2020-01-02T15:45,379.744572805066
2020-01-02T16:00,411.5325247985308
2020-01-02T16:15,507.6597652005148
2020-01-02T16:30,476.463973198406
2020-01-02T16:45,429.5540795974372
2020-01-02T17:00,604.728103200614
2020-01-02T17:15,560.8943924016784
2020-01-02T17:30,567.601209200802
2020-01-02T17:45,527.3499368013288
2020-01-02T18:00,557.9716147985888
2020-01-02T18:15,575.031767999462
2020-01-02T18:30,530.2305908007836
2020-01-02T18:45,570.9138943966536
2020-01-02T19:00,557.3960492001788
2020-01-02T19:15,931.082604398398
2020-01-02T19:30,1787.3783440045372
2020-01-02T19:45,1942.82997839764
2020-01-02T20:00,1354.0403371989669
2020-01-02T20:15,1144.4355084022388
2020-01-02T20:30,1001.1520652005856
2020-01-02T20:45,2921.750360801525
2020-01-02T21:00,1363.4621659948607
2020-01-02T21:15,596.9049320046904
2020-01-02T21:30,634.8085760000683
2020-01-02T21:45,578.7822199999936
2020-01-02T22:00,1337.926002797758
2020-01-02T22:15,2342.198726000788
2020-01-02T22:30,600.1410795979608
2020-01-02T22:45,548.0154456017772
2020-01-02T23:00,494.5507320007888
2020-01-02T23:15,596.9840167963412
2020-01-02T23:30,644.5180272021388
2020-01-02T23:45,526.7645996027568
2020-01-03T00:00,557.17585559978
2020-01-03T00:15,522.9201863949128
2020-01-03T00:30,604.5843016036088
2020-01-03T00:45,541.999459997896
2020-01-03T01:00,463.0626560028756
2020-01-03T01:15,540.7713147978936
2020-01-03T01:30,450.3068031990548
2020-01-03T01:45,432.290308002848
2020-01-03T02:00,464.1303639982652
2020-01-03T02:15,489.0039323981908
2020-01-03T02:30,441.01050320387
2020-01-03T02:45,462.802324000222
2020-01-03T03:00,488.1256263979592
2020-01-03T03:15,429.382613601774
2020-01-03T03:30,344.5500367997736
2020-01-03T03:45,397.818791996542
2020-01-03T04:00,446.34692440013157
2020-01-03T04:15,410.1335248014948
2020-01-03T04:30,289.0857992024392
2020-01-03T04:45,321.5172519958284
2020-01-03T05:00,358.3353920039368
2020-01-03T05:15,319.42059399807437
2020-01-03T05:30,156.91021200109358
2020-01-03T05:45,198.1372144000488
2020-01-03T06:00,260.0333663976924
2020-01-03T06:15,196.67715960531478
2020-01-03T06:30,118.6650599993296
2020-01-03T06:45,385.4024596003
2020-01-03T07:00,263.2968459947732
2020-01-03T07:15,103.9552980037112
2020-01-03T07:30,175.36225439835079
2020-01-03T07:45,132.3677047985256
2020-01-03T08:00,197.97967120393838
2020-01-03T08:15,102.7051063938412
2020-01-03T08:30,169.90112480198118
2020-01-03T08:45,156.3775568029084
2020-01-03T09:00,237.598543997592
2020-01-03T09:15,210.7540992001304
2020-01-03T09:30,131.89294559924718
2020-01-03T09:45,205.10650800133558
2020-01-03T10:00,266.423291999672
2020-01-03T10:15,343.49162240323477
2020-01-03T10:30,174.89417359684
2020-01-03T10:45,216.956093598128
2020-01-03T11:00,124.0864503997724
2020-01-03T11:15,314.4248488060836
2020-01-03T11:30,326.2668759962252
2020-01-03T11:45,321.9619800001964
2020-01-03T12:00,195.3317320003404
2020-01-03T12:15,237.6520520010672
2020-01-03T12:30,207.3561119977964
2020-01-03T12:45,255.6646160010132
2020-01-03T13:00,233.8883479969808
2020-01-03T13:15,215.9595951998196
2020-01-03T13:30,232.4847380041316
2020-01-03T13:45,160.4588691989192
2020-01-03T14:00,167.1974323980976
2020-01-03T14:15,211.2418832039108
2020-01-03T14:30,985.9182412001244
2020-01-03T14:45,258.691001596162
2020-01-03T15:00,230.3794112012836
2020-01-03T15:15,230.8225512024364
2020-01-03T15:30,305.2272019958764
2020-01-03T15:45,345.915751200664
2020-01-03T16:00,287.448102404596
2020-01-03T16:15,314.9917171976992
2020-01-03T16:30,254.7284959982788
2020-01-03T16:45,239.07995320041638
2020-01-03T17:00,233.6994892029904
2020-01-03T17:15,247.31379679724319
2020-01-03T17:30,252.8028939996144
2020-01-03T17:45,305.7571903991628
2020-01-03T18:00,348.6945204022048
2020-01-03T18:15,866.5870184013328
2020-01-03T18:30,939.0072191999932
2020-01-03T18:45,930.274794798606
