interval,kWh
2020-01-01T00:00,0.2010655587000656
2020-01-01T00:15,0.1212092496007244
2020-01-01T00:30,0.1426967819998026
2020-01-01T00:45,0.166543060299773
2020-01-01T01:00,0.1855987286999152
2020-01-01T01:15,0.1570572232994891
2020-01-01T01:30,0.1432903532013369
2020-01-01T01:45,0.1526554599995506
2020-01-01T02:00,0.1354826434999267
2020-01-01T02:15,0.1455376054991575
2020-01-01T02:30,0.1320959367003524
2020-01-01T02:45,0.1229052800999852
2020-01-01T03:00,0.1483294830995873
2020-01-01T03:15,0.1356916678005291
2020-01-01T03:30,0.1265171623999776
2020-01-01T03:45,0.1601783003998207
2020-01-01T04:00,0.1632910299003924
2020-01-01T04:15,0.133892030798961
2020-01-01T04:30,0.1440801398011899
2020-01-01T04:45,0.1328538545994888
2020-01-01T05:00,0.091786754000168
2020-01-01T05:15,0.067294832099833
2020-01-01T05:30,0.0847318505002476
2020-01-01T05:45,0.052957042899834
2020-01-01T06:00,0.0271588598998278
2020-01-01T06:15,0.0422283563002565
2020-01-01T06:30,0.0537222432003545
2020-01-01T06:45,0.0305945229993085
2020-01-01T07:00,0.0353361620009309
2020-01-01T07:15,0.0438030397990587
2020-01-01T07:30,0.0434913187000347
2020-01-01T07:45,0.0567540131996793
2020-01-01T08:00,0.0397977456004809
2020-01-01T08:15,0.0697303804008697
2020-01-01T08:30,0.0287631982992024
2020-01-01T08:45,0.0404844202003005
2020-01-01T09:00,0.0306579225998575
2020-01-01T09:15,0.0984625556993705
2020-01-01T09:30,0.0318556158999854
2020-01-01T09:45,0.0206832580006448
2020-01-01T10:00,0.03671158690031
2020-01-01T10:15,0.0377720406995649
2020-01-01T10:30,0.0204040219996386
2020-01-01T10:45,0.0386896267000338
2020-01-01T11:00,0.0367269071002738
2020-01-01T11:15,0.054796366199298
2020-01-01T11:30,0.0496369868005786
2020-01-01T11:45,0.0423641675006365
2020-01-01T12:00,0.0506583174992556
2020-01-01T12:15,0.0204881210001985
2020-01-01T12:30,0.0539048805003403
2020-01-01T12:45,0.0900343384000734
2020-01-01T13:00,0.0382077767999362
2020-01-01T13:15,0.0311782695998772
2020-01-01T13:30,0.0403796099999453
2020-01-01T13:45,0.0546237081998697
2020-01-01T14:00,0.0286946298992916
2020-01-01T14:15,0.0907144103002792
2020-01-01T14:30,0.1150131894009973
2020-01-01T14:45,0.2553083231996425
2020-01-01T15:00,0.128170205400238
2020-01-01T15:15,0.0708692088001043
2020-01-01T15:30,0.0823747521999394
2020-01-01T15:45,0.0622988082986921
2020-01-01T16:00,0.0475395377006861
2020-01-01T16:15,0.090208796900697
2020-01-01T16:30,0.1778929291995155
2020-01-01T16:45,0.2038391354999476
2020-01-01T17:00,0.1550165759999799
2020-01-01T17:15,0.1388838909997503
2020-01-01T17:30,0.1447984461001397
2020-01-01T17:45,0.1331255649993181
2020-01-01T18:00,0.1420475922013793
2020-01-01T18:15,0.1540701539988731
2020-01-01T18:30,0.1276424053003211
2020-01-01T18:45,0.2694064107008671
2020-01-01T19:00,0.220727178800189
2020-01-01T19:15,0.1582697215990265
2020-01-01T19:30,0.1212610279999353
2020-01-01T19:45,0.1315763282000261
2020-01-01T20:00,0.218951615500373
2020-01-01T20:15,0.2279368343006353
2020-01-01T20:30,0.2281551218993627
2020-01-01T20:45,0.1318131421994621
2020-01-01T21:00,0.1682776606003244
2020-01-01T21:15,0.1677865186002236
2020-01-01T21:30,0.154100377800205
2020-01-01T21:45,0.1540030095993643
2020-01-01T22:00,0.1374124419999134
2020-01-01T22:15,0.1343574460006493
2020-01-01T22:30,0.1364901629995074
2020-01-01T22:45,0.1269853658004649
2020-01-01T23:00,0.1377484903996446
2020-01-01T23:15,0.1362617808008508
2020-01-01T23:30,0.1185597791991313
2020-01-01T23:45,0.1282519984006285
2020-01-02T00:00,0.122204925499318
2020-01-02T00:15,0.1121616770005857
2020-01-02T00:30,0.1367137677989376
2020-01-02T00:45,0.1318675044012707
2020-01-02T01:00,0.1208490684994103
2020-01-02T01:15,0.0931343535994528
2020-01-02T01:30,0.0954785336007262
2020-01-02T01:45,0.071073327000704
2020-01-02T02:00,0.081070416199509
2020-01-02T02:15,0.0912605840994729
2020-01-02T02:30,0.1047264123999411
2020-01-02T02:45,0.0895630524992157
2020-01-02T03:00,0.0845552566006517
2020-01-02T03:15,0.0934941140003502
2020-01-02T03:30,0.0957633120997343
2020-01-02T03:45,0.0940272908010229
2020-01-02T04:00,0.0913587304985412
2020-01-02T04:15,0.0587874794009621
2020-01-02T04:30,0.0361405552994256
2020-01-02T04:45,0.0392199933003212
2020-01-02T05:00,0.0461402034998172
2020-01-02T05:15,0.028900460099976
2020-01-02T05:30,0.0321683496995319
2020-01-02T05:45,0.0358668587005013
2020-01-02T06:00,0.0533920648995263
2020-01-02T06:15,0.0279900599998654
2020-01-02T06:30,0.0435726149999027
2020-01-02T06:45,0.094738539401078
2020-01-02T07:00,0.0560536259999935
2020-01-02T07:15,0.0394470022993118
2020-01-02T07:30,0.052103771300608
2020-01-02T07:45,0.0535042606006754
2020-01-02T08:00,0.0324337258989544
2020-01-02T08:15,0.0441825468997194
2020-01-02T08:30,0.0253682212996864
2020-01-02T08:45,0.0575134324999453
2020-01-02T09:00,0.0390467042007003
2020-01-02T09:15,0.0207499594998807
2020-01-02T09:30,0.0432564262000596
2020-01-02T09:45,0.0500326771007166
2020-01-02T10:00,0.0206314609995388
2020-01-02T10:15,0.0386631119990852
2020-01-02T10:30,0.1410947305012087
2020-01-02T10:45,0.0639242861998354
2020-01-02T11:00,0.0523222383990287
2020-01-02T11:15,0.0587737803007257
2020-01-02T11:30,0.061307847900025
2020-01-02T11:45,0.5368323912007327
2020-01-02T12:00,0.5791248001996792
2020-01-02T12:15,0.5657486434001839
2020-01-02T12:30,0.5809770589994514
2020-01-02T12:45,0.0839415141999779
2020-01-02T13:00,0.085870270399937
2020-01-02T13:15,0.088968183000361
2020-01-02T13:30,0.088439920199562
2020-01-02T13:45,0.4618045557999721
2020-01-02T14:00,0.6113000410005043
2020-01-02T14:15,0.5616723687999183
2020-01-02T14:30,0.1424113978000605
2020-01-02T14:45,0.0847619165988362
2020-01-02T15:00,0.0766850320014782
2020-01-02T15:15,0.0965124287995422
2020-01-02T15:30,0.0901912007993814
2020-01-02T15:45,0.0949361432012665
2020-01-02T16:00,0.1028831311996327
2020-01-02T16:15,0.1269149413001287
2020-01-02T16:30,0.1191159932996015
2020-01-02T16:45,0.1073885198993593
2020-01-02T17:00,0.1511820258001535
2020-01-02T17:15,0.1402235981004196
2020-01-02T17:30,0.1419003023002005
2020-01-02T17:45,0.1318374842003322
2020-01-02T18:00,0.1394929036996472
2020-01-02T18:15,0.1437579419998655
2020-01-02T18:30,0.1325576477001959
2020-01-02T18:45,0.1427284735991634
2020-01-02T19:00,0.1393490123000447
2020-01-02T19:15,0.2327706510995995
2020-01-02T19:30,0.4468445860011343
2020-01-02T19:45,0.48570749459941
2020-01-02T20:00,0.3385100842997417
2020-01-02T20:15,0.2861088771005597
2020-01-02T20:30,0.2502880163001464
