interval,Power (W)
2020-01-01T00:00,513.9585
2020-01-01T00:15,513.9585
2020-01-01T00:30,513.9585
2020-01-01T00:45,513.9585
2020-01-01T01:00,513.9585
2020-01-01T01:15,513.9585
2020-01-01T01:30,513.9585
2020-01-01T01:45,513.9585
2020-01-01T02:00,513.9585
2020-01-01T02:15,513.9585
2020-01-01T02:30,513.9585
2020-01-01T02:45,513.9585
2020-01-01T03:00,513.9585
2020-01-01T03:15,513.9585
2020-01-01T03:30,513.9585
2020-01-01T03:45,513.9585
2020-01-01T04:00,513.9585
2020-01-01T04:15,513.9585
2020-01-01T04:30,513.9585
2020-01-01T04:45,513.9585
2020-01-01T05:00,513.9585
2020-01-01T05:15,513.9585
2020-01-01T05:30,513.9585
2020-01-01T05:45,513.9585
2020-01-01T06:00,513.9585
2020-01-01T06:15,513.9585
2020-01-01T06:30,513.9585
2020-01-01T06:45,513.9585
2020-01-01T07:00,513.9585
2020-01-01T07:15,513.9585
2020-01-01T07:30,513.9585
2020-01-01T07:45,513.9585
2020-01-01T08:00,513.9585
2020-01-01T08:15,513.9585
2020-01-01T08:30,513.9585
2020-01-01T08:45,513.9585
2020-01-01T09:00,513.9585
2020-01-01T09:15,513.9585
2020-01-01T09:30,513.9585
2020-01-01T09:45,513.9585
2020-01-01T10:00,513.9585
2020-01-01T10:15,513.9585
2020-01-01T10:30,513.9585
2020-01-01T10:45,513.9585
2020-01-01T11:00,513.9585
2020-01-01T11:15,513.9585
2020-01-01T11:30,513.9585
2020-01-01T11:45,513.9585
2020-01-01T12:00,513.9585
2020-01-01T12:15,513.9585
2020-01-01T12:30,513.9585
2020-01-01T12:45,513.9585
2020-01-01T13:00,513.9585
2020-01-01T13:15,513.9585
2020-01-01T13:30,513.9585
2020-01-01T13:45,513.9585
2020-01-01T14:00,513.9585
2020-01-01T14:15,513.9585
2020-01-01T14:30,513.9585
2020-01-01T14:45,513.9585
2020-01-01T15:00,513.9585
2020-01-01T15:15,513.9585
2020-01-01T15:30,513.9585
2020-01-01T15:45,513.9585
2020-01-01T16:00,513.9585
2020-01-01T16:15,513.9585
2020-01-01T16:30,513.9585
2020-01-01T16:45,513.9585
2020-01-01T17:00,513.9585
2020-01-01T17:15,513.9585
2020-01-01T17:30,513.9585
2020-01-01T17:45,513.9585
2020-01-01T18:00,513.9585
2020-01-01T18:15,513.9585
2020-01-01T18:30,513.9585
2020-01-01T18:45,513.9585
2020-01-01T19:00,513.9585
2020-01-01T19:15,513.9585
2020-01-01T19:30,513.9585
2020-01-01T19:45,513.9585
2020-01-01T20:00,513.9585
2020-01-01T20:15,513.9585
2020-01-01T20:30,513.9585
2020-01-01T20:45,513.9585
2020-01-01T21:00,513.9585
2020-01-01T21:15,513.9585
2020-01-01T21:30,513.9585
2020-01-01T21:45,513.9585
2020-01-01T22:00,513.9585
2020-01-01T22:15,513.9585
2020-01-01T22:30,513.9585
2020-01-01T22:45,513.9585
2020-01-01T23:00,513.9585
2020-01-01T23:15,513.9585
2020-01-01T23:30,513.9585
2020-01-01T23:45,513.9585
2020-01-02T00:00,513.9585
2020-01-02T00:15,513.9585
2020-01-02T00:30,513.9585
2020-01-02T00:45,513.9585
2020-01-02T01:00,513.9585
