interval,Power (W)
2020-01-01T00:00,1370.8644
2020-01-01T00:15,617.6799
2020-01-01T00:30,427.44635
2020-01-01T00:45,479.70908
2020-01-01T01:00,536.8155
2020-01-01T01:15,581.72626
2020-01-01T01:30,514.2161
2020-01-01T01:45,481.1422
2020-01-01T02:00,503.67618
2020-01-01T02:15,462.2447
2020-01-01T02:30,486.56287
2020-01-01T02:45,454.01697
2020-01-01T03:00,431.59787
2020-01-01T03:15,493.28546
2020-01-01T03:30,462.7519
2020-01-01T03:45,440.4242
2020-01-01T04:00,521.66925
2020-01-01T04:15,529.0855
2020-01-01T04:30,458.38272
2020-01-01T04:45,483.04825
2020-01-01T05:00,455.85986
2020-01-01T05:15,354.7537
2020-01-01T05:30,293.34695
2020-01-01T05:45,337.14426
2020-01-01T06:00,250.41164
2020-01-01T06:15,165.47511
2020-01-01T06:30,212.99863
2020-01-01T06:45,253.07361
2020-01-01T07:00,174.32796
2020-01-01T07:15,188.87851
2020-01-01T07:30,218.5002
2020-01-01T07:45,217.41139
2020-01-01T08:00,263.61176
2020-01-01T08:15,204.49982
2020-01-01T08:30,299.48697
2020-01-01T08:45,169.56073
2020-01-01T09:00,206.90166
2020-01-01T09:15,174.47807
2020-01-01T09:30,371.35513
2020-01-01T09:45,177.43088
2020-01-01T10:00,154.58678
2020-01-01T10:15,193.69716
2020-01-01T10:30,197.41058
2020-01-01T10:45,154.2142
2020-01-01T11:00,200.6225
2020-01-01T11:15,193.75081
2020-01-01T11:30,256.80878
2020-01-01T11:45,238.85184
2020-01-01T12:00,213.47325
2020-01-01T12:15,242.40968
2020-01-01T12:30,154.32642
2020-01-01T12:45,253.70885
2020-01-01T13:00,350.38574
2020-01-01T13:15,198.93599
2020-01-01T13:30,175.70992
2020-01-01T13:45,206.5351
2020-01-01T14:00,256.20847
2020-01-01T14:15,169.38617
2020-01-01T14:30,352.08133
2020-01-01T14:45,412.24274
2020-01-01T15:00,739.97565
2020-01-01T15:15,444.45694
2020-01-01T15:30,302.35553
2020-01-01T15:45,331.24625
2020-01-01T16:00,280.72995
2020-01-01T16:15,231.54056
2020-01-01T16:30,350.82074
2020-01-01T16:45,563.6452
2020-01-01T17:00,624.0784
2020-01-01T17:15,509.33398
2020-01-01T17:30,470.4892
2020-01-01T17:45,484.7808
2020-01-01T18:00,456.52032
2020-01-01T18:15,478.14096
2020-01-01T18:30,507.0673
2020-01-01T18:45,443.1698
2020-01-01T19:00,770.73737
2020-01-01T19:15,662.709
2020-01-01T19:30,517.1136
2020-01-01T19:45,427.57318
2020-01-01T20:00,452.753
2020-01-01T20:15,658.6745
2020-01-01T20:30,679.0249
2020-01-01T20:45,679.5172
2020-01-01T21:00,453.3291
2020-01-01T21:15,540.9309
2020-01-01T21:30,539.7662
2020-01-01T21:45,507.13962
2020-01-01T22:00,506.90637
2020-01-01T22:15,466.92474
2020-01-01T22:30,459.51312
2020-01-01T22:45,464.68884
2020-01-01T23:00,441.56683
2020-01-01T23:15,467.7391
2020-01-01T23:30,464.13495
2020-01-01T23:45,420.9523
2020-01-02T00:00,444.65634
2020-01-02T00:15,429.88412
2020-01-02T00:30,405.2265
2020-01-02T00:45,465.23102
2020-01-02T01:00,453.46136
2020-01-02T01:15,426.56415
2020-01-02T01:30,358.1098
2020-01-02T01:45,363.942
2020-01-02T02:00,302.86948
2020-01-02T02:15,327.9794
2020-01-02T02:30,353.44263
2020-01-02T02:45,386.87598
2020-01-02T03:00,349.21036
2020-01-02T03:15,336.70264
2020-01-02T03:30,359.00534
2020-01-02T03:45,364.65
2020-01-02T04:00,360.33228
2020-01-02T04:15,353.68723
2020-01-02T04:30,270.67203
2020-01-02T04:45,191.69691
2020-01-02T05:00,202.47847
2020-01-02T05:15,226.65924
2020-01-02T05:30,169.91019
2020-01-02T05:45,178.22833
2020-01-02T06:00,190.73805
2020-01-02T06:15,251.92511
2020-01-02T06:30,167.59213
2020-01-02T06:45,217.69536
2020-01-02T07:00,362.10175
2020-01-02T07:15,261.17853
2020-01-02T07:30,203.27275
2020-01-02T07:45,247.44229
2020-01-02T08:00,252.3154
2020-01-02T08:15,178.98373
2020-01-02T08:30,219.82559
2020-01-02T08:45,161.35075
2020-01-02T09:00,266.24924
2020-01-02T09:15,201.8721
2020-01-02T09:30,154.67577
2020-01-02T09:45,216.59085
2020-01-02T10:00,240.23041
2020-01-02T10:15,154.51768
2020-01-02T10:30,200.52971
2020-01-02T10:45,475.83804
2020-01-02T11:00,284.83817
